S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Odagaon NAC,NAC-ODG-07/2025-26,2026_ORULB_126311_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,Construction of Vehicle Parking Shed inside New NAC Office Building in Ward No. 15 Of NAC Odagaon.,Construction of Vehicle Parking Shed inside New NAC Office Building in Ward No. 15 Of NAC Odagaon.,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,30.0,NAC ODAGAON,752081.0,NA ,NA ,NA ,NAC ODAGAON,No ,No,21-Feb-2026 11:00 AM,06-Mar-2026 11:00 AM,21-Feb-2026 11:00 AM,05-Mar-2026 05:00 PM,21-Feb-2026 11:00 AM ,05-Mar-2026 05:00 PM ,21-Feb-2026 11:00 AM,05-Mar-2026 05:00 PM,10-Mar-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST etc.",EXECUTIVE OFFICER,"NAC Office, Odagaon, Nayagarh, Pin-752081","9,500",Yes,fixed,,Nil,Nil,AOC,Municipal Bodies||Odagaon NAC,2026_ORULB_126311_1,NAC-ODG-07/2025-26,Construction of Vehicle Parking Shed inside New NAC Office Building in Ward No. 15 Of NAC Odagaon.,Technical,Tender Committee opened the Tender,Nihar Ranjan Behera,07-Mar-2026 12:07 PM,,Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,21-May-2026 08:48 AM,finsummary_582006.pdf (3487.67 KB),1.0,3418726.0,NARASINGHA PRUSTY,INR,"941,525.61",1,3418628,AMRIT PRIYADARSHAN PANDA,04-Mar-2026 09:31 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,21-May-2026,"INR 941,525.61",30.0,Nihar Ranjan Behera,21-May-2026 08:51 AM,1278.pdf (344.00 KB),Administrator,Internal,E.O. and Team,Nihar Ranjan Behera,09-Mar-2026 05:52 PM,10-Mar-2026 11:00 AM,techsummary_582006.pdf (3293.92 KB),Finance,Tender opened by Tender Committee,Nihar Ranjan Behera,10-Mar-2026 03:32 PM,,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3417487,ANJALI SAHOO,05-Mar-2026 03:33 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3417566,BIPIN KUMAR NAYAK,04-Mar-2026 06:32 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3419566,BISHNU PRIYA BEHERA,05-Mar-2026 01:34 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3417754,DILLIP KUMAR PADHI,03-Mar-2026 11:09 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3418086,JAGANNATH PANIGRAHI,03-Mar-2026 08:45 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3420253,JAYANTA KUMAR GURU,05-Mar-2026 03:13 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3420014,K SATYAJIT SENAPATI,05-Mar-2026 01:59 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3417422,MAMATA KUMARI DASH,03-Mar-2026 07:50 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3418038,MAMATA PATRA,03-Mar-2026 08:22 PM,Rejected-Finance,As per Lottery,21-May-2026 08:48 AM,,,,,,,,,,,,,,,,,,,,AOC
