Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
12-May-2026,"INR 714,675",60.0,Rajesh Pradhan,28-May-2026 01:17 PM,11_10.pdf (320.00 KB),1,3315645,ABHISEK PAL,18-Dec-2025 09:50 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,1.0,3314968.0,ANTARJYAMI SAHU,INR,"714,675",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2025_CERWI_122923_10,11(Online)/RWD/BPD/2025-26,"Construction of drainage,cow catcher with gate at Marangtandi PHC(N) under Kuliana block in the district of Mayurbhanj for the year 2023-24.(State Plan)",Finance,.,Dibyamayee Behera,12-May-2026 08:25 PM,finance_570997.pdf,BOQ Comparative Chart,R.Pradhan,Internal,,Dibyamayee Behera,12-May-2026 08:32 PM,finsummary_570997.pdf (331.55 KB),R.Pradhan,Internal,,Dibyamayee Behera,12-May-2026 08:28 PM,techsummary_570997.pdf (331.55 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,"4,000",0.0,Nil,Nil,No,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada","Construction of drainage,cow catcher with gate at Marangtandi PHC(N) under Kuliana block in the district of Mayurbhanj for the year 2023-24.(State Plan)","Construction of drainage,cow catcher with gate at Marangtandi PHC(N) under Kuliana block in the district of Mayurbhanj for the year 2023-24.(State Plan)",Please refer Tender documents. ,NA ,"8,41,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,11(Online)/RWD/BPD/2025-26,2025_CERWI_122923_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,410",Yes,percentage,1.0%,Nil,Nil,11-Dec-2025 11:00 AM,19-Dec-2025 05:30 PM,11-Dec-2025 11:00 AM,19-Dec-2025 05:00 PM,11-Dec-2025 11:00 AM ,19-Dec-2025 03:00 PM ,11-Dec-2025 11:00 AM,19-Dec-2025 05:00 PM,AOC
,,,,,,2,3314968,ANTARJYAMI SAHU,18-Dec-2025 05:59 PM,Accepted-AOC,successful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3317315,GIRISH CHANDRA SETHI,19-Dec-2025 03:02 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3310816,HEMALATA MOHANTA,18-Dec-2025 08:43 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3315485,INDUREKHA JENA,18-Dec-2025 11:08 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3302946,MADHAB CHANDRA PALBABU,19-Dec-2025 01:46 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3315680,MAHAMMAD AMIRUDDIN,18-Dec-2025 10:04 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3314160,Rabindra Narayn nath,19-Dec-2025 12:07 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3316682,RANJIT LENKA,19-Dec-2025 12:38 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3315460,RUPALI BEHERA,18-Dec-2025 08:56 PM,Rejected-AOC,unsuccessful bidder,28-May-2026 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
