Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"4,000",0.0,Nil,Nil,No,"Executive Engineer,RW (PH) Division, BBSR","SE RW (PH) DIVISION, BBSR Behind Esplande mall, Bomikhal, Rasulgarh,751010",28-Nov-2025 05:00 PM,09-Dec-2025 11:00 AM,28-Nov-2025 05:00 PM,08-Dec-2025 05:00 PM,NA ,NA ,28-Nov-2025 05:00 PM,08-Dec-2025 05:00 PM,"7,100",Yes,fixed,,Nil,Nil,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-46/2025-26,2025_CERWI_121963_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"PH works(SI,SD AND WS) to Sub centre building at Belgaon of Saitala block in Balangir Dist in the F.Y.-2023-24","PH works(SI,SD AND WS) to Sub centre building at Belgaon of Saitala block in Balangir Dist in the F.Y.-2023-24",Please refer Tender documents. ,NA ,"7,05,000",Civil Works - Buildings,NA ,Tender,90.0,NA ,Belgaon,767032.0,NA ,NA ,NA ,"O/O THE SE RW (PH) DIVISION,BHUBANESWAR",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card",AOC,Executive Engineer,Internal,,Debasish Soren,08-Jan-2026 02:32 PM,techsummary_567869.pdf (416.22 KB),Executive Engineer,Internal,,Debasish Soren,11-May-2026 02:25 PM,finsummary_567869.pdf (83.75 KB),Finance,COMPARATIVE STATEMENT,Anil Kumar Das,12-Dec-2025 01:39 PM,finance_567869.pdf,BOQ Comparative Chart,1.0,3286446.0,NIRMALA BEHERA,INR,"599,320",CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_121963_27,EERWPH-46/2025-26,"PH works(SI,SD AND WS) to Sub centre building at Belgaon of Saitala block in Balangir Dist in the F.Y.-2023-24",1,3289427,BISWAMITRA NAIK,08-Dec-2025 04:37 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,11-May-2026,"INR 599,320",90.0,Anil Kumar Das,14-May-2026 04:20 PM,2680.pdf (465.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3286208,DOSALIN MISHRA,07-Dec-2025 04:53 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3286361,GOURI MEHER,07-Dec-2025 05:24 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3286446,NIRMALA BEHERA,08-Dec-2025 11:20 AM,Accepted-AOC,Qualified in transparency lottery,14-May-2026 04:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3284892,PREMPRAKASH MISHRA,06-Dec-2025 06:54 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3284724,RAHUL KUMAR SAHU,06-Dec-2025 05:37 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3285938,RAMAKANTA PATTANAIK,07-Dec-2025 02:33 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3288384,Rasmanjali Sa,08-Dec-2025 01:42 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3288804,SHANKAR NAYAK,08-Dec-2025 02:55 PM,Rejected-Technical,Due to other than L1,08-Jan-2026 02:32 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3289085,SUBRAT MEDINIRAY,08-Dec-2025 02:53 PM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3286224,SURENDRA NATH ROUT,08-Dec-2025 11:14 AM,Rejected-Finance,Not Qualified in transparency lottery,11-May-2026 02:25 PM,,,,,,,AOC
