Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3154206,BISWAJIT NAYAK,26-Oct-2025 01:39 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3155265,BISWARANJAN BEHERA,26-Oct-2025 06:52 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3159616,CHANDAN KUMAR JENA,27-Oct-2025 03:19 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3135565,DEEPAK KUMAR NAYAK,19-Oct-2025 05:18 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3151994,DEEPTI RANJAN PANDA,25-Oct-2025 06:17 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3153258,GANESH CHANDRA BAHALIA,26-Oct-2025 08:57 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3150077,JAGANNATH BEHERA,24-Oct-2025 11:24 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3144062,JYOTRIMAYA PRADHAN,22-Oct-2025 09:13 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3152555,KAMALAKANTA SWAIN,25-Oct-2025 08:53 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3154687,LALIT KUMAR PARIDA,26-Oct-2025 03:27 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3139766,LILIMA NAYAK,22-Oct-2025 08:24 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3151556,LWEET PATTANAYAK,25-Oct-2025 04:05 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3157053,Manas Kumar Das,27-Oct-2025 07:09 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3145876,MANAS RANJAN SWAIN,23-Oct-2025 04:41 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3145779,MANORANJAN ROUT,23-Oct-2025 02:56 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3138995,NIHARIKA JENA,26-Oct-2025 06:46 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3156794,NIHAR RANJAN NAYAK,27-Oct-2025 03:04 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3159538,PRADIPTA KUMAR SETHY,27-Oct-2025 03:42 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3150504,PRAJNA PRAGLAVA PAIKRAY,26-Oct-2025 11:45 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3154896,PRASANTA KUMAR DAS,26-Oct-2025 04:33 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3153333,PRIYABRATA SAHOO,26-Oct-2025 11:35 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3156648,Pulak Kumar Pati,26-Oct-2025 11:15 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3155088,Rahimat Khan,26-Oct-2025 05:11 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3149656,RAMESH KUMAR DALAI,24-Oct-2025 08:30 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3151180,RASHMI RANJAN PASAYAT,25-Oct-2025 01:17 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3150076,ROHIT LINKAN ROUT,24-Oct-2025 11:12 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3150572,RUPAMANJARI MALLA,25-Oct-2025 12:31 PM,Accepted-AOC,"L1 bid of Sri RUPAMANJARI MALLA selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.",20-May-2026 01:41 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3147120,SAMIR KUMAR DAS,24-Oct-2025 09:20 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3159532,SANDEEP KUMAR BEHERA,27-Oct-2025 04:13 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3150289,SANJAYA KUMAR NAYAK,25-Oct-2025 08:55 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3154603,SARADA ENGINEERING PRO-BAPUJEE JENA,26-Oct-2025 03:40 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3138920,Sarala Prasad Das,21-Oct-2025 09:59 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3157353,SATYAJIT SAMAL,27-Oct-2025 01:15 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3157261,SATYAPRAKASH SETHY,27-Oct-2025 02:28 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3150329,SHARMISTHA PANDA,26-Oct-2025 08:26 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3149859,SK MASIHUJ JAMMA,24-Oct-2025 09:10 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,3146691,SOUMYA RANJAN CHOWDHURY,23-Oct-2025 07:59 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3148610,SOUMYA RANJAN DAS,24-Oct-2025 03:16 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3152791,SRIKANT MALLIK,25-Oct-2025 09:53 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3156995,SUBHALAXMI BARIK,27-Oct-2025 12:14 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3152634,Subhasis Samantaray,26-Oct-2025 07:13 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,3157769,SUBRAT KUMAR ROUT,27-Oct-2025 12:59 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3139092,SUCHISMITA BEHERA,22-Oct-2025 10:01 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3152224,SUDHANSSU SEKHAR DASH,25-Oct-2025 06:55 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3147324,SUNIL KUMAR MALLICK,24-Oct-2025 01:17 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3150852,SUSANTA KUMAR PARIJA,25-Oct-2025 12:24 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,3159901,SUSHREE SANGITA SWAIN,27-Oct-2025 03:58 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3156958,Trilochan Rout,27-Oct-2025 04:34 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,3156506,Tusar Kumar Parida,26-Oct-2025 10:32 PM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,3157618,Umakanta Malik,27-Oct-2025 10:55 AM,Rejected-Finance,Not won in the transparent Lottery,11-Dec-2025 08:23 PM,,,,,,,,,,,,,,AOC
