S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",13-Jan-2026 05:00 PM,22-Jan-2026 11:00 AM,13-Jan-2026 05:00 PM,21-Jan-2026 05:00 PM,13-Jan-2026 05:00 PM ,19-Jan-2026 11:00 AM ,13-Jan-2026 05:00 PM,21-Jan-2026 05:00 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-08/25-26,2026_CERWI_124530_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,600",Yes,fixed,,Nil,Nil,Superintending Engineer,"RURAL WORKS DIVISION, KESINGA","2,000",0.0,Nil,Nil,No,S/R to G.A.D at Muskuti for the year 2025-26,S/R to G.A.D at Muskuti for the year 2025-26,Please refer Tender documents. ,NA ,"2,53,864",Civil Works - Buildings,NA ,Tender,90.0,30.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,AOC,Kanan Pradhan,Internal,,Kanan Pradhan,28-Feb-2026 07:16 PM,techsummary_575652.pdf (333.06 KB),Kanan Pradhan,Internal,,Kanan Pradhan,28-Feb-2026 07:20 PM,finsummary_575652.pdf (333.06 KB),Finance,17 nos bidders participated and admitted,Tapan Kumar Badnayak,25-Jan-2026 07:55 PM,,BOQ Comparative Chart,1,3362612,ADITYA PRASAD SAHU,21-Jan-2026 04:08 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2026_CERWI_124530_17,RWKSNG-online-08/25-26,S/R to G.A.D at Muskuti for the year 2025-26,1.0,3360159.0,SHASHI BHUSAN PRAHARAJ,INR,"215,810",02-Mar-2026,"INR 215,810",30.0,Kanan Pradhan,25-May-2026 06:26 PM,604.pdf (312.00 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3363210,BHUBANESWAR SAHU,21-Jan-2026 04:40 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3361568,BIRANCHI SAHU,20-Jan-2026 08:04 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3358964,CHANDRADHWAJ SAHOO,18-Jan-2026 09:41 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3354408,DETYARAJ PAHALADA SAHA,17-Jan-2026 11:29 AM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3358720,DILIP CHANDRA SAHU,18-Jan-2026 04:23 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3360559,DOLAMANI CHOUDHURY,20-Jan-2026 08:01 AM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3362295,M/s BHARAT BHUSHAN GAHIR,21-Jan-2026 01:33 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3362137,PRIYANKA SAHU,20-Jan-2026 11:29 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3360289,SANTANU SWAIN,20-Jan-2026 02:05 PM,Rejected-Finance,as per transparent lottery system,28-Feb-2026 07:20 PM,,,,,,,,,,,,,,,,AOC
