Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"4,000",0.0,Nil,Nil,No,Improvement of Road and Drain with laying of Cover Slab from Sasdhu Sabar to Sahu Colony in Ward No-14,Improvement of Road and Drain with laying of Cover Slab from Sasdhu Sabar to Sahu Colony in Ward No-14,Please refer Tender documents. ,NA ,"5,65,254",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,Municipal Bodies||Bhawanipatna Municipality,BPM/07/2025-26,2026_ORULB_126263_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,700",Yes,fixed,,Nil,Nil,1.0,Extension of date,Date,,1.0,ICICI BANK,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,19-Feb-2026 02:00 PM,09-Mar-2026 05:30 PM,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,AOC,CP,Internal,,Pramod Kumar Padhi,15-May-2026 04:15 PM,techsummary_581896.pdf (323.26 KB),CP,Internal,,Pramod Kumar Padhi,21-May-2026 07:52 AM,finsummary_581896.pdf (323.27 KB),Finance,ok,Pramod Kumar Padhi,11-May-2026 06:06 PM,,BOQ Comparative Chart,21-May-2026,"INR 564,677.62",30.0,Pramod Kumar Padhi,21-May-2026 07:57 AM,41proceeding.pdf (323.00 KB),Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_126263_27,BPM/07/2025-26,Improvement of Road and Drain with laying of Cover Slab from Sasdhu Sabar to Sahu Colony in Ward No-14,1.0,3421467.0,SIMANCHAL PRADHAN,INR,"564,677.62",1,3422838,BHABAGRAHI MAHARANA,08-Mar-2026 12:18 PM,Rejected-AOC,L2,21-May-2026 07:57 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3415164,BUKHARI FAKIR KHAN,03-Mar-2026 12:35 PM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3423400,Debabrata Mohanty,08-Mar-2026 08:09 PM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3418988,JAGA SWAIN,05-Mar-2026 08:26 AM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3419336,MANOJ KUMAR BAG,05-Mar-2026 02:34 PM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3419436,SAROJ KANTA NAIK,05-Mar-2026 08:14 PM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3421467,SIMANCHAL PRADHAN,07-Mar-2026 04:24 PM,Accepted-AOC,Awarded,21-May-2026 07:57 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3423055,SUBHASHREE PADHI,08-Mar-2026 12:34 PM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3418973,SUDAM PRADHAN,05-Mar-2026 08:00 AM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3419927,SUJIT KUMAR SAHU,07-Mar-2026 09:28 AM,Rejected-Finance,L3,21-May-2026 07:52 AM,AOC
