S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"Replacement, Renovation of Gates and hoists at Chhotipada-Badaraul S/E at RD 3.150 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.","Replacement, Renovation of Gates and hoists at Chhotipada-Badaraul S/E at RD 3.150 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.",Please refer Tender documents. ,NA ,"7,44,817",Mechanical Works,NA ,Tender,90.0,15.0,KAKATPUR,752108.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"7,500",No,fixed,,Nil,Nil,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR","O/O THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BHUBANESWAR.",09-Mar-2026 10:00 AM,16-Mar-2026 04:00 PM,09-Mar-2026 10:00 AM,16-Mar-2026 03:30 PM,09-Mar-2026 10:00 AM ,16-Mar-2026 03:30 PM ,09-Mar-2026 10:00 AM,16-Mar-2026 03:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-29(C)/W/2025-26,2026_CEMWR_126996_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC,"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 01:06 PM,finsummary_584370.pdf (565.34 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2026_CEMWR_126996_1,SE/MDB-29(C)/W/2025-26,"Replacement, Renovation of Gates and hoists at Chhotipada-Badaraul S/E at RD 3.150 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.",1.0,3432114.0,M/S. SANJEEB ENTERPRISERS,INR,"744,816.65",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,GIRIDHARI PATTNAIK,16-Mar-2026 06:15 PM,,BOQ Comparative Chart,1,3432578,ABHISEKH ENTERPRISERS,16-Mar-2026 12:12 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,30-May-2026,"INR 744,816.65",15.0,Jyoti Ranjan Pradhan,30-May-2026 01:41 PM,AOC29C.pdf (1098.00 KB),"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,29-May-2026 01:02 PM,techsummary_584370.pdf (851.48 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3431037,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",14-Mar-2026 06:16 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3426320,BANASHREE BHUYAN,16-Mar-2026 08:58 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3432131,DASH ENGINEERING AND WORKS,16-Mar-2026 02:09 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3426305,LAXMIDHRA BHUYAN,15-Mar-2026 09:55 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3432653,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Mar-2026 12:59 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3432718,M/S SAI SHREE INDUSTRIES,16-Mar-2026 02:45 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3432114,M/S. SANJEEB ENTERPRISERS,16-Mar-2026 02:05 PM,Accepted-AOC,LOTTERY WINNER AND SUCCESSFUL BIDDER,30-May-2026 01:41 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3432221,ORIFEB INDUSTRIES,16-Mar-2026 10:57 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3433185,PRAGATI ENGINEERING,16-Mar-2026 03:07 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3424995,SPS INDUSTRY,15-Mar-2026 06:43 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3425003,SUSHIL KUMAR DAS,15-Mar-2026 06:32 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:06 PM,,,,,,,,,,,,,AOC
