Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
25-Feb-2026 11:00 AM,09-Mar-2026 11:00 AM,25-Feb-2026 11:00 AM,07-Mar-2026 05:30 PM,25-Feb-2026 11:00 AM ,04-Mar-2026 05:00 PM ,25-Feb-2026 11:00 AM,07-Mar-2026 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN","42,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,6. Construction of Babupadar Check Dam (KA-10-0062) over Local Nalla near village Babupadar in Lanjigarh Block of Kalahandi District,Construction of Babupadar Check Dam (KA-10-0062) over Local Nalla near village Babupadar in Lanjigarh Block of Kalahandi District,Please refer Tender documents. ,NA ,"42,16,926",Civil Works - Others,Check Dam ,Tender,90.0,180.0,Lanjigarh,766027.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 10/2025-26,2026_CEMIB_126512_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"SE, M.I. Division, Kalahandi, Bhawanipatna","SE, M.I. Division, Kalahandi, Bhawanipatna",AOC,15-May-2026,"INR 4,212,709.16",180.0,SAROJ SHA,23-May-2026 01:37 PM,Babupadar.pdf (218.00 KB),Sanjeeb Ku Agrawal is the lottery winner,1,3421298,ABHIJEET MANDAL,07-Mar-2026 02:31 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,Er Saroj Sha,Internal,"Lal Krishna Basta, DAO and Nituza Panna, AE (Estr.) are the committee member",SAROJ SHA,05-May-2026 12:26 PM,techsummary_582808.pdf (793.90 KB),Er Saroj Sha,Internal,"Lal Krishna Basta, DAO and Nituza Panna, AE (Estr.) are the committee member",SAROJ SHA,05-May-2026 12:33 PM,finsummary_582808.pdf (793.90 KB),"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2026_CEMIB_126512_6,SE MID BPT 10/2025-26,6. Construction of Babupadar Check Dam (KA-10-0062) over Local Nalla near village Babupadar in Lanjigarh Block of Kalahandi District,1.0,3422330.0,SANJEEB KUMAR AGRAWAL,INR,"4,212,709.16",Finance,43 nos valid bidders are admitted,SAROJ SHA,20-Apr-2026 12:42 PM,finance_582808.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,Bill of Quantity,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3421154,ABHIMANYU NAIK,07-Mar-2026 01:14 AM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3422032,AMRIT KUMAR JAIN,07-Mar-2026 12:02 AM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3420863,ANKUSH KUMAR AGRAWAL,06-Mar-2026 05:42 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3421327,ASHUTOSH MEHER,07-Mar-2026 12:11 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3421018,BABULAL SAHU,07-Mar-2026 01:48 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3421931,Barun Kumar Agrawal,06-Mar-2026 09:28 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3422687,Bhakta Charan Bhoi,07-Mar-2026 05:07 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3421209,Bhawani Sankar Harpal,06-Mar-2026 01:27 PM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3421866,BHAWANI SANKAR PANDA,07-Mar-2026 04:01 AM,Rejected-AOC,Rejected by Lottery,23-May-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
