Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
13-May-2026,"INR 3,270,964.22",120.0,JAYANTA KUMAR PARIDA,13-May-2026 11:55 AM,298_113_1.pdf (514.00 KB),As per estimated rate,Finance,Admitted,Sanjukta Kumari Raipatro,29-Oct-2024 01:47 PM,finance_508778.pdf,BOQ Comparative Chart,Commissioner,Internal,Executive Engineer Junior Engineer,JAYANTA KUMAR PARIDA,13-May-2026 11:46 AM,techsummary_508778.pdf (484.32 KB),Municipal Bodies||Brahmapur Municipal Corporation,2024_ORULB_105443_113,BeMC (BAM)/ 298/ 2024-2025,Const. Of C.C Road and drain withy cover slab at prem Nagar 3rd line in ward no. 14,1,2582631,BIKASH PATRO,22-Oct-2024 10:05 AM,Rejected-Finance,Rejected,13-May-2026 11:51 AM,1.0,2588691.0,UDAYA KUMAR BEHERA,INR,"3,270,964.22",Commissioner,Internal,Executive Engineer Junior Engineer,JAYANTA KUMAR PARIDA,13-May-2026 11:51 AM,finsummary_508778.pdf (429.28 KB),AOC,Municipal Bodies||Brahmapur Municipal Corporation,BeMC (BAM)/ 298/ 2024-2025,2024_ORULB_105443_113,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, BID COST, EMD AND REGISTRATION ETC AS PER DTCN",Const. Of C.C Road and drain withy cover slab at prem Nagar 3rd line in ward no. 14,Const. Of C.C Road and drain withy cover slab at prem Nagar 3rd line in ward no. 14,Please refer tender documents ,NA ,"30,73,688",Civil Works - Others,NA ,Tender,120.0,120.0,"Berhampur Municipal Corporation, Berhampur",760002.0,NA ,NA ,NA ,Berhampur Municipal Corporation,No ,No,09-Oct-2024 03:00 PM,25-Oct-2024 11:30 AM,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,09-Oct-2024 03:00 PM ,15-Oct-2024 02:00 PM ,09-Oct-2024 03:00 PM,24-Oct-2024 05:00 PM,"30,737",Yes,fixed,,Nil,Nil,"Commissioner,","Berhampur Municipal Corporation, Berhampur",1,ICICI BANK,"7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,2588691,UDAYA KUMAR BEHERA,22-Oct-2024 10:24 AM,Accepted-AOC,Accepted,13-May-2026 11:55 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,AOC
