Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-05/2025-26 Dt.24.12.2025,2025_OLIC_123977_18,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"29,640",Yes,fixed,,Nil,Nil,01-Jan-2026 11:00 AM,31-Jan-2026 11:00 AM,01-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,01-Jan-2026 11:00 AM ,22-Jan-2026 05:00 PM ,01-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD, GSTIN, PAN, Affidavit,Civil and HT License, Joint Venture, Others as per DTCN","Executive Engineer L.I.Division,Bhawanipatna",At - Infront of GOVT ITI Po- Bhawanipatna Dist- Kalahandi,INSTALLATION AND ENERGISATION OF PARALSINGA-I L.I. PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,INSTALLATION AND ENERGISATION OF PARALSINGA-I L.I. PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,Please refer to Tender Documents ,NA ,"29,64,043",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,KESINGA,766012.0,NA ,NA ,NA ,"O/OThe Executive EngineerL.I.Division,Bhawanipatna",No ,No,"7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Executive Engineer,Internal,"Executive Engineer, Assistant Executive Engineer(Estr.), Divisional Accountant , Dy.Executive Engineer(Mech.), Head Clerk, J.E. (Civil)",BIPRA SOREN,24-Apr-2026 11:13 AM,finsummary_573853.pdf (4211.02 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_123977_18,OLIC-BPT-05/2025-26 Dt.24.12.2025,INSTALLATION AND ENERGISATION OF PARALSINGA-I L.I. PROJECT UNDER KESINGA BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,1.0,3372681.0,RATHA MEHER,INR,"2,519,733",Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,17-Mar-2026 08:07 PM,finance_573853.pdf,BOQ Comparative Chart,1,3370289,ABHINANDAN PANDA,30-Jan-2026 02:45 AM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,28-Apr-2026,"INR 2,519,733",90.0,BIPRA SOREN,15-May-2026 01:31 PM,Pkg18.pdf (4430.00 KB),AWARD OF CONTRACT,Executive Engineer,Internal,"Executive Engineer, Assistant Executive Engineer(Estr.), Divisional Accountant , Dy.Executive Engineer(Mech.), Head Clerk, J.E. (Civil)",BIPRA SOREN,26-Mar-2026 05:15 PM,techsummary_573853.pdf (7026.47 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3373265,Bikash Chandra Panigrahi,30-Jan-2026 02:32 AM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3371908,BISHAL AGRAWALLA,29-Jan-2026 08:39 PM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3371599,CHINMAYA MISHRA,30-Jan-2026 07:42 AM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3372723,DHARMENDRA KUMAR JOSHI,30-Jan-2026 05:57 AM,Rejected-AOC,L2 not Selected,15-May-2026 01:31 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3372086,DURGA PRASAD BAG,30-Jan-2026 09:18 AM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3364947,GITANJALI PADHAN,27-Jan-2026 08:57 AM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3372883,JATIN PAL,30-Jan-2026 01:19 PM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3371715,KARAN MISHRA,30-Jan-2026 01:55 AM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3370908,MOHAMMED SALMAN,29-Jan-2026 10:26 PM,Rejected-Finance,L3 not Selected,24-Apr-2026 11:13 AM,,,,,,,,,,,,,,AOC
