Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Admitted,DEBADATTA MOHANTY,19-Feb-2026 02:58 PM,,BOQ Comparative Chart,1,3399257,ALOK KUMAR MOHAPATRA,16-Feb-2026 04:16 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,1.0,3398329.0,SUSANTA KUMAR PRADHAN,INR,"3,014,113",OPEPA Bhubaneswar||Samagra Shiksha Khordha,2026_OPEPA_125406_14,02/CW/SS/2025-26,"Construction of Two nos. Additional Classroom at Kshetrabasi Govt Upper Primary School, Kuhudi, Tangi",11-May-2026,"INR 3,014,113",180.0,Sonamika Ray,11-May-2026 06:48 PM,WorkordeKhetrabasiTangi.pdf (565.00 KB),DPC Khordha,Internal,,Sonamika Ray,11-May-2026 06:40 PM,techsummary_578949.pdf (496.01 KB),DPC Khordha,Internal,,Sonamika Ray,11-May-2026 06:42 PM,finsummary_578949.pdf (496.01 KB),AOC,OPEPA Bhubaneswar||Samagra Shiksha Khordha,02/CW/SS/2025-26,2026_OPEPA_125406_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"30,141",Yes,percentage,1.0%,Nil,Nil,DPC Khurdha,DPO Khurdha,"Construction of Two nos. Additional Classroom at Kshetrabasi Govt Upper Primary School, Kuhudi, Tangi","Construction of Two nos. Additional Classroom at Kshetrabasi Govt Upper Primary School, Kuhudi, Tangi",Please refer Tender documents. ,NA ,"30,14,113",Civil Works - Buildings,NA ,Tender,90.0,180.0,DPO Khurdha,752055.0,NA ,NA ,NA ,DPO Khurdha,No ,No,04-Feb-2026 03:00 PM,18-Feb-2026 11:00 AM,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,04-Feb-2026 03:00 PM ,16-Feb-2026 05:00 PM ,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,AOC
,,,,,,2,3400392,BIKASH AGRAWALLA,17-Feb-2026 01:04 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,3,3400289,DEEPAK KUMAR MOHANTY,17-Feb-2026 12:34 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3400593,GUNA CHANDRA BEHERA,17-Feb-2026 02:20 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3399917,HIMANSHU RAY,16-Feb-2026 10:24 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3397849,HRUSHIKESH BISWAL,16-Feb-2026 11:22 AM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3398083,JAGABANDHU BISWAL,16-Feb-2026 12:21 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3400183,MAHABIR JENA,17-Feb-2026 02:07 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3398449,PRABHAT KUMAR SAHOO,16-Feb-2026 01:32 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3400790,PRAKASH KUMAR SAHOO,17-Feb-2026 04:03 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3398498,PRANAYA PRATIK PATTANAIK,16-Feb-2026 01:55 PM,Rejected-Technical,Rejected,11-May-2026 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
