S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,3399885,ABHISHEK BEHERA,17-Feb-2026 11:53 AM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,2026_CERWI_125864_11,17(Online)/RWD/BPD/2025-26,Construction of 2nos F type Qtrs at Badagaon PHCunder Bangriposi block in the Mayurbhanj District for the year 2023-24,1.0,3400018.0,SANJEET KUMAR DAS,INR,"5,911,387",07-May-2026,"INR 5,911,387",270.0,Rajesh Pradhan,21-May-2026 11:59 AM,17_11.pdf (466.00 KB),R.Pradhan,Internal,,Dibyamayee Behera,11-Mar-2026 04:48 PM,11-Mar-2026 06:00 PM,techsummary_580756.pdf (3915.06 KB),Finance,.,Dibyamayee Behera,07-May-2026 11:00 AM,finance_580756.pdf,BOQ Comparative Chart,R.Pradhan,Internal,,Dibyamayee Behera,07-May-2026 11:04 AM,finsummary_580756.pdf (481.23 KB),Technical,.,Dibyamayee Behera,11-Mar-2026 04:43 PM,technical_580756.pdf,AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,RC PAN GSTIN Affidavit and other documents as per DTCN,1.0,ICICI BANK,Construction of 2nos F type Qtrs at Badagaon PHCunder Bangriposi block in the Mayurbhanj District for the year 2023-24,Construction of 2nos F type Qtrs at Badagaon PHCunder Bangriposi block in the Mayurbhanj District for the year 2023-24,Please refer Tender documents. ,NA ,"64,23,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,"Baripada, Mayurbhanj",757002.0,NA ,NA ,NA ,"R.W.Division, Baripada",No ,No,"S.E.R.W.Division, Baripada","S.E.R.W.Division, Baripada",CE RW I||RWCIRCLE-BARIPADA||RW Division Baripada,17(Online)/RWD/BPD/2025-26,2026_CERWI_125864_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"64,230",Yes,percentage,1.0%,Nil,Nil,11-Feb-2026 05:00 PM,17-Feb-2026 05:30 PM,11-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,11-Feb-2026 05:00 PM ,17-Feb-2026 03:00 PM ,11-Feb-2026 05:00 PM,17-Feb-2026 05:00 PM,11-Mar-2026 06:00 PM,AOC
2,3400515,ANSHUMAN KAR,17-Feb-2026 01:46 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,Finance,.xls,BoQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,3399839,BINMAY KUMAR GIRI,16-Feb-2026 09:23 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3396067,DEBABRATA GOCHHAYAT,14-Feb-2026 06:18 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3396336,DEBENDRA KUMAR PUTY,14-Feb-2026 10:02 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3400112,DIBYARANJAN SALANGI,17-Feb-2026 03:11 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3392873,DIPAK KUMAR GIRI,14-Feb-2026 02:10 PM,Rejected-Technical,Non submission of EI License,11-Mar-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3399645,RAKESH KUMAR SAHU,17-Feb-2026 01:09 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3400018,SANJEET KUMAR DAS,17-Feb-2026 09:41 AM,Accepted-AOC,successful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3400383,SATYAJIT BEHERA,17-Feb-2026 01:00 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
11,3399589,SIBAYA SAMBIT NAYAK,17-Feb-2026 01:15 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
12,3396800,SRI HARIHAR KAR,15-Feb-2026 02:26 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
13,3399877,SRI SUBRATA BEHERA,16-Feb-2026 09:37 PM,Rejected-AOC,unsuccessful tenderer,21-May-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
