Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,12 nos bidder participated,Tapan Kumar Badnayak,11-Nov-2025 09:33 PM,,BOQ Comparative Chart,23-May-2026,"INR 1,440,678",30.0,Kanan Pradhan,23-May-2026 05:38 PM,3111.pdf (484.00 KB),1,3184979,BALARAM PATTNAIK,05-Nov-2025 04:51 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2025_CERWI_120160_17,RWKSNG-online-06/25-26,S/R to Sirol to Bhamaramal Road 0/200 to 1/500 for the year 2025-26,1.0,3193728.0,PRIYANKA SAHU,INR,"1,440,678",Kanan Pradhan,Internal,,Kanan Pradhan,23-May-2026 05:30 PM,techsummary_558813.pdf (510.71 KB),Kanan Pradhan,Internal,,Kanan Pradhan,23-May-2026 05:35 PM,finsummary_558813.pdf (510.71 KB),AOC,S/R to Sirol to Bhamaramal Road 0/200 to 1/500 for the year 2025-26,S/R to Sirol to Bhamaramal Road 0/200 to 1/500 for the year 2025-26,Please refer Tender documents. ,NA ,"16,94,716",Civil Works - Roads,NA ,Tender,90.0,30.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,"17,000",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",1.0,ICICI BANK,Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-06/25-26,2025_CERWI_120160_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,27-Oct-2025 04:00 PM,10-Nov-2025 11:00 AM,27-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,27-Oct-2025 04:00 PM ,03-Nov-2025 11:00 AM ,27-Oct-2025 04:00 PM,07-Nov-2025 05:00 PM,AOC
,,,,,,,,,,,,2,3194030,BHUBANESWAR SAHU,07-Nov-2025 02:53 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3170903,DOLAMANI CHOUDHURY,31-Oct-2025 10:20 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3193132,DUSILA SAHU,07-Nov-2025 03:31 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3185165,HEMAKANTI BEHERA,07-Nov-2025 11:07 AM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3183035,JAY SHRI RAM TRADERS,05-Nov-2025 09:04 AM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3176915,JUBRAJ SAHU,03-Nov-2025 09:50 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3171847,NEMICHAND AGRAWAL,04-Nov-2025 12:01 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3193199,PRATAP KISHOR NAIK,07-Nov-2025 04:24 PM,Rejected-Finance,as per transparent lottery system,23-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3193728,PRIYANKA SAHU,07-Nov-2025 02:05 PM,Accepted-AOC,as per transparent lottery system,23-May-2026 05:38 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
