Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
S/R to SP quarter building at Rayagada for the year 2025-26,S/R to SP quarter building at Rayagada for the year 2025-26,NA ,NA ,"9,29,627",Civil Works - Buildings,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,"RAYAGADA R AND B DIVISION I, RAYAGADA",No ,No,06-Feb-2026 11:00 AM,17-Feb-2026 11:30 AM,06-Feb-2026 11:00 AM,16-Feb-2026 05:00 PM,06-Feb-2026 11:00 AM ,12-Feb-2026 05:00 PM ,06-Feb-2026 11:00 AM,16-Feb-2026 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,RGD 22 25-26,2026_EICCL_125610_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RC GST PAN BOQ,"9,300",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"SUPERINTENDING ENGINEER, RAYAGADA R AND B DIVISION","OFFICE OF THE SUPERINTENDING ENGINEER, RAYAGADA R AND B DIVISION I, RAYAGADA ODISHA 765001",AOC,25-May-2026,"INR 929,627",150.0,Ambikeya Mishra,25-May-2026 01:59 PM,1892.pdf (827.00 KB),Work Order No 1892 date 30.03.2026,1,3396154,ANAM NAIK,14-Feb-2026 08:27 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,Superintending Engineer_Rayagada_Div_1,Internal,"JE(Estimator), EE(Estimator), DAO",Ambikeya Mishra,24-Feb-2026 01:43 PM,techsummary_579570.pdf (291.61 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB DIVN RAYAGADA I,2026_EICCL_125610_1,RGD 22 25-26,S/R to SP quarter building at Rayagada for the year 2025-26,Superintending Engineer_Rayagada_Div_1,Internal,"JE(Estimator), EE(Estimator), DAO",Ambikeya Mishra,24-Feb-2026 01:50 PM,finsummary_579570.pdf (1368.63 KB),Finance,12 nos of bid documents downloaded.,Ambikeya Mishra,24-Feb-2026 01:40 PM,finance_579570.pdf,BOQ Comparative Chart,1.0,3398022.0,SUSHANTA KUMAR DEY,INR,"929,627",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,3396135,BABULA KHOSHLA,14-Feb-2026 07:25 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3396762,DHARMADHAR NAIK,15-Feb-2026 01:59 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3398276,DURJADHANA MAJHI,16-Feb-2026 01:04 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3397853,GIRIDHARI BARIK,16-Feb-2026 11:25 AM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3398193,M RAMA RAO,16-Feb-2026 04:14 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3396173,NANDA KISHOR PRASAD CHOURASIA,16-Feb-2026 12:10 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3398122,RASMITA SAHUKAR,16-Feb-2026 12:30 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3396927,SOUDHAGYA RANJAN DAS,15-Feb-2026 04:08 PM,Rejected-AOC,L1 Bidder,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3398022,SUSHANTA KUMAR DEY,16-Feb-2026 12:08 PM,Accepted-AOC,L1 Bidder selected through transparent lottery system,25-May-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
