Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Chief Construction Engineer,"Rural Works Circle, Sunabeda, At-Sunabeda-1, Near Jagannath Temple, PIN-763001, Dist-Koraput",1.0,Fee/PreQual/Technical,.pdf,"Bid Cost, EMD, RC,PAN, GSTIN, JV, Affidavit regarding correctness, No relation certificate","10,000",0.0,Nil,Nil,No,Construction of 2 Nos of F type staff quarter at JMFC Court complex in Mathili in the District of Malkangiri for the year 2025-26.,Construction of 2 Nos of F type staff quarter at JMFC Court complex in Mathili in the District of Malkangiri for the year 2025-26.,NA ,NA ,"2,06,01,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,MALKANGIRI,764048.0,NA ,NA ,NA ,"Chief Construction Engineer, R.W.Circle, Sunabeda",No ,No,"2,07,000",Yes,fixed,,Nil,Nil,20-Dec-2025 03:00 PM,31-Dec-2025 11:00 AM,20-Dec-2025 03:00 PM,30-Dec-2025 05:00 PM,20-Dec-2025 03:00 PM ,29-Dec-2025 02:00 PM ,20-Dec-2025 03:00 PM,30-Dec-2025 05:00 PM,20-Feb-2026 11:00 AM,CE RW I||RWCIRCLE-SUNABEDA,CCERWCSBD Online -21/2025-26,2025_CERWI_123543_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1,3340455,Aryan Tawari,30-Dec-2025 04:11 PM,Rejected-AOC,REJECT,13-May-2026 10:09 AM,13-May-2026,"INR 17,513,274.62",270.0,Banjuram Hembram,13-May-2026 10:09 AM,AOC2FMATHILI.PDF (960.00 KB),"Award of contract to Sri Bikram Keshari Patra, B Class Contractor through transparency lottery system","Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Malkangiri Estimator R.W. Circle Sunabeda and P.A. to CCE",Rinku Nahak,17-Feb-2026 02:20 PM,20-Feb-2026 11:00 AM,techsummary_572621.pdf (1498.53 KB),Finance,cs,Banjuram Hembram,13-May-2026 09:57 AM,finance_572621.pdf,BOQ Comparative Chart,Technical,bidders name,Rinku Nahak,17-Feb-2026 02:15 PM,technical_572621.pdf,CE RW I||RWCIRCLE-SUNABEDA,2025_CERWI_123543_4,CCERWCSBD Online -21/2025-26,Construction of 2 Nos of F type staff quarter at JMFC Court complex in Mathili in the District of Malkangiri for the year 2025-26.,"Chief Construction Engineer, R.W. Circle, Sunabeda",Internal,"Executive Engineer, DAO, Estimator of Rural Works Division-I, Malkangiri Estimator R.W. Circle Sunabeda and P.A. to CCE",Banjuram Hembram,13-May-2026 10:03 AM,finsummary_572621.pdf (333.05 KB),1.0,3336314.0,BIKRAM KESHARI PATRA,INR,"17,513,274.62",AOC
,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3336314,BIKRAM KESHARI PATRA,29-Dec-2025 01:03 PM,Accepted-AOC,"Award of contract to Sri Bikram Keshari Patra, B Class Contractor through transparency lottery system",13-May-2026 10:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3340093,GIRADA SHYAM SUNDAR RAO,30-Dec-2025 02:21 PM,Rejected-Technical,DISQUALIFIED,17-Feb-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3332334,JANBI CONSTRUCTION,27-Dec-2025 06:35 PM,Rejected-Technical,DISQUALIFIED,17-Feb-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3331592,MAHENDRA ANUGULIA,28-Dec-2025 07:18 PM,Rejected-Technical,DISQUALIFIED,17-Feb-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3339908,NIRANJAN JENA,30-Dec-2025 02:30 PM,Rejected-Technical,DISQUALIFIED,17-Feb-2026 02:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3333954,PUJA SARKAR,28-Dec-2025 03:12 PM,Rejected-AOC,REJECT,13-May-2026 10:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3340006,Saumya Ranjan Muduli,30-Dec-2025 02:18 PM,Rejected-AOC,REJECT,13-May-2026 10:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3339658,SHIVRAM KRISHNA,30-Dec-2025 03:27 PM,Rejected-AOC,REJECT,13-May-2026 10:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3333537,Subham Surana,28-Dec-2025 12:26 PM,Rejected-AOC,REJECT,13-May-2026 10:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
