Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
21-Nov-2025 11:00 AM,01-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,29-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,30-Jan-2026 06:00 PM,Installation and Energization of Kanjiapal-IV TW Project under Dhamnagar Block,Installation and Energization of Kanjiapal-IV TW Project under Dhamnagar Block,Please refer Tender documents. ,NA ,"23,96,925",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I. Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I. Division, Bhadrak",No ,No,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"E.E. L.I. Division, Bhadrak","E.E. L.I. Division, Bhadrak",Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,2025_OLIC_121606_47,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"23,969",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC,D S Jena,Internal,,DUSHASAN JENA,25-May-2026 02:16 PM,finsummary_565841.pdf (116.87 KB),Technical,Admitted,DUSHASAN JENA,21-Jan-2026 10:32 PM,technical_565841.pdf,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2025_OLIC_121606_47,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,Installation and Energization of Kanjiapal-IV TW Project under Dhamnagar Block,1.0,3262531.0,Anushka Infrastructure Prop -Hrushi Kesha Pati,INR,"2,404,399",1,3262531,Anushka Infrastructure Prop -Hrushi Kesha Pati,28-Nov-2025 01:43 PM,Accepted-AOC,Awarded of work through lottery draw in the presence of Tender committee members,25-May-2026 02:19 PM,25-May-2026,"INR 2,404,399",90.0,DUSHASAN JENA,25-May-2026 02:19 PM,KanjiapalVTW.pdf (69.00 KB),Awarded of work including GST,Finance,Admitted,DUSHASAN JENA,25-May-2026 02:12 PM,finance_565841.pdf,BOQ Comparative Chart,D S Jena,Internal,,DUSHASAN JENA,30-Jan-2026 05:04 PM,30-Jan-2026 06:00 PM,techsummary_565841.pdf (116.87 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,2,3265813,BIKASH CHANDRA TRIPATHY,29-Nov-2025 12:41 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3263416,BRAHMA SWARUP MOHAPATRA,28-Nov-2025 11:24 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3260404,LAKSHMIMANI GIRI,28-Nov-2025 02:43 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3264911,M/s Maa Subarnmukhi Engineering,29-Nov-2025 02:59 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3261652,POWERTECH ENGINEERING.TAPAS RANJAN PATI,28-Nov-2025 12:18 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3264889,Rahash Bihari Maharana,28-Nov-2025 06:52 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3259437,RAHUL DAS,28-Nov-2025 04:48 PM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3265203,Santosh Bharati,29-Nov-2025 09:26 AM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3255150,Santosh Kumar Parida,26-Nov-2025 06:13 AM,Rejected-AOC,Rejected in the lottery draw,25-May-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,AOC
