S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,25-Jun-2025 11:00 AM,09-Jul-2025 11:00 AM,25-Jun-2025 11:00 AM,08-Jul-2025 05:30 PM,25-Jun-2025 11:00 AM ,30-Jun-2025 05:30 PM ,25-Jun-2025 11:00 AM,08-Jul-2025 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Contractor RC, PAN,Affidavit, NRC and any other as per DTCN","CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",e-KLID-01/2025-26,2025_CEBMT_114821_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"26,000",Yes,fixed,,Nil,Nil,CC Lining and Guard wall to Rinja Disty from RD 350mtr to 465 mtr and 1250 Mtr to 1361 mtr under UIP,CC Lining and Guard wall to Rinja Disty from RD 350mtr to 465 mtr and 1250 Mtr to 1361 mtr under UIP,Please refer Tender documents. ,NA ,"25,91,856",Civil Works - Others,NA ,Tender,90.0,180.0,Karlamunda,766031.0,NA ,NA ,NA ,"Office of the SE, Kalahandi Irrigation Division",No ,No,"Office of the SE, Kalahandi Irrigation Division","Office of the SE, Kalahandi Irrigation Division, Bhawanipatna",AOC,SEKID,Internal,"SEKID,AEE,DAO",ANANTARAM NAIK,13-Oct-2025 09:14 PM,finsummary_544319.pdf (427.49 KB),SEKID,Internal,"SEKID,AEEESTR,AEESTR,DAO",ANANTARAM NAIK,05-Oct-2025 09:18 PM,techsummary_544319.pdf (1575.38 KB),16-Oct-2025,"INR 2,203,337.06",180.0,ANANTARAM NAIK,01-May-2026 07:24 PM,25.pdf (543.00 KB),AOC,1,2992666,ABHIMANYU CHHATRIA,08-Jul-2025 12:00 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,1.0,2988177.0,SUDHANSU SEKHAR BEHERA,INR,"2,203,337.06","CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",2025_CEBMT_114821_25,e-KLID-01/2025-26,CC Lining and Guard wall to Rinja Disty from RD 350mtr to 465 mtr and 1250 Mtr to 1361 mtr under UIP,Finance,Technical Bid document download sucessfully,ANANTARAM NAIK,04-Sep-2025 12:58 PM,finance_544319.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2992677,ADHYAN INFRA,07-Jul-2025 09:29 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,2986388,ADITYA KUMAR PANDA,05-Jul-2025 09:58 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,2993190,ADITYA PRASAD SAHU,08-Jul-2025 03:14 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,5,2988036,AKASH AGRAWAL,05-Jul-2025 12:37 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,6,2984539,ANIL KUMAR KEDIA,02-Jul-2025 06:16 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,7,2989766,ANJAN KUMAR BEHERA,08-Jul-2025 10:14 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,8,2993450,ANKIT KUMAR AGRAWAL,08-Jul-2025 04:30 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,9,2988058,ANKIT KUMAR AGRAWAL,07-Jul-2025 07:47 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,10,2989287,Arati Tripathy,04-Jul-2025 07:52 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 09:14 PM,,,,,,,,,,,,,,,,AOC
