EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"64,670",Yes,percentage,1.0%,Nil,Nil,02-Dec-2025 11:30 AM,08-Dec-2025 05:30 PM,02-Dec-2025 11:30 AM,08-Dec-2025 05:00 PM,02-Dec-2025 11:30 AM ,08-Dec-2025 03:00 PM ,02-Dec-2025 11:30 AM,08-Dec-2025 05:00 PM,29-Dec-2025 03:00 PM,Construction of 02 Nos E Type Qtr at Sainkula PHC in the District of Mayurbhanj.,Construction of 02 Nos E Type Qtr at Sainkula PHC in the District of Mayurbhanj.,Please refer Tender documents. ,NA ,"64,67,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,"SE RW Division, Udala",757041.0,NA ,NA ,NA ,"Office of the S.E R.W Division, Udala",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.","10,000",0.0,Nil,Nil,No,"S.E R.W Division, Udala","S.E R.W Division, Udala",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,06(Onilne)/RWD/UDALA/2025-26,2025_CERWI_122349_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,11 Nos of bidders admitted,Haripriya Behera,19-May-2026 10:48 AM,,BOQ Comparative Chart,SE RWD Udala,Internal,,Satyabrata Nayak,27-Dec-2025 07:27 PM,29-Dec-2025 03:00 PM,techsummary_568566.pdf (1352.72 KB),Technical,12 Nos of bidders participated,Satyabrata Nayak,27-Dec-2025 06:04 PM,,SE RWD Udala,Internal,,Haripriya Behera,19-May-2026 10:53 AM,finsummary_568566.pdf (465.24 KB),1.0,Tender Revocation,Tender Revocation,27-Dec-2025 04:30 PM,1189R.pdf ,1337.65,Technical Opening,19-May-2026,"INR 5,498,100.18",270.0,Haripriya Behera,19-May-2026 10:56 AM,tcn6A11.pdf (526.00 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_122349_11,06(Onilne)/RWD/UDALA/2025-26,Construction of 02 Nos E Type Qtr at Sainkula PHC in the District of Mayurbhanj.,1.0,3289951.0,SAPAN KUMAR PRADHAN,INR,"5,498,100.18",1,3282501,AMIYA KUMAR NAYAK,08-Dec-2025 12:00 PM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3286980,ARPIT ROUT,07-Dec-2025 08:50 PM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3286131,ASIT KUMAR LENKA,07-Dec-2025 03:38 PM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3285913,BISHWARANJAN SALANGI,08-Dec-2025 10:42 AM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3288936,HIMANSUSHEKHAR SAHU,08-Dec-2025 03:30 PM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3285802,Kamalakanta Choudhury,07-Dec-2025 05:53 PM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3281917,KAMAL LOCHAN ROUT,08-Dec-2025 11:13 AM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3282865,MANAS KUMAR BEHERA,06-Dec-2025 07:30 PM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3281266,RASHMIREKHA MISHRA,06-Dec-2025 10:16 AM,Rejected-AOC,L1,19-May-2026 11:04 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3289951,SAPAN KUMAR PRADHAN,08-Dec-2025 04:43 PM,Accepted-AOC,L1,19-May-2026 11:04 AM,AOC
