Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Replacement of Old damaged AB cable with new UG Cable of Neurosurgery and New Medicine in SCBMCH, Cuttack",Electrical works,As per DTCN ,NA ,"41,04,010",Electrical Works,NA ,Tender,90.0,60.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,14-May-2025 05:00 PM,26-May-2025 11:00 AM,14-May-2025 05:00 PM,23-May-2025 05:00 PM,NA ,NA ,14-May-2025 05:00 PM,23-May-2025 05:00 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-06 of 2025-26,2025_EICCL_113360_5,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"41,100",Yes,fixed,,Nil,Nil,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit, Undertaking and other mandatory documents as per DTCN",AOC,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_113360_5,SE CTC (RandB)-06 of 2025-26,"Replacement of Old damaged AB cable with new UG Cable of Neurosurgery and New Medicine in SCBMCH, Cuttack",Er. Md Shahbaz SE,Internal,Er Aswini Kumar Pradhan JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,01-Dec-2025 07:40 PM,finsummary_539299.pdf (1076.43 KB),Finance,17nos bids received,Ashis Kumar Nayak,29-May-2025 09:31 AM,,BOQ Comparative Chart,1.0,2929481.0,RAKESH PATTANAYAK,INR,"3,488,819",1,2929194,ANIL KUMAR SAHU,22-May-2025 08:34 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,01-Dec-2025,"INR 3,488,819",60.0,Mohammed Shahbaz,29-May-2026 06:15 PM,RakeshPattnaik.pdf (1835.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 03.09.2025 to complete the work by 02.11.2025 in all respect,Er Md Shahbaz SE,Internal,Er Aswini Kumar Pradhan JE Estr Er Uma Sankar Bhuyan AEE Estr Mr Abadhut Das Sr DAO,Mohammed Shahbaz,17-Jul-2025 05:27 PM,techsummary_539299.pdf (145.55 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC,,,,,,,,,,,,,,,,,,,,,,2,2927294,CABELLA MARKETING PRIVATE LIMITED,21-May-2025 01:21 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2929355,DEEPAK KUMAR KHATUA,23-May-2025 01:08 AM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2924045,ECO ELECTRIC POWER SOLUTIONS,18-May-2025 11:23 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2929284,Fusion Power,22-May-2025 09:24 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2930142,JBS ENTERPRISES,23-May-2025 03:21 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2929731,KISHORE KUMAR BEHERA,23-May-2025 04:10 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2926495,MEERA ELECTRICALS,20-May-2025 05:21 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2918868,MODERN WINDING AND ELECTRICALS,15-May-2025 01:25 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2929510,M/S GANGA ELECTRIC,23-May-2025 10:21 AM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2929900,M/S. MAA LAXMI ELECTRICALS,23-May-2025 01:21 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2919187,"M/S ORISSA TRADING HOUSE, PROP. RITU MODI",16-May-2025 04:08 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2925913,M/S SATYAM ELECTRICALS(PROP. PRADEEP KUMAR MOHANTY),21-May-2025 05:54 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2928489,Pravu Prasad Dhal,22-May-2025 02:30 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2929481,RAKESH PATTANAYAK,23-May-2025 09:45 AM,Accepted-AOC,Accepted,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2929193,SASHANKA SEKHAR PRADHAN,22-May-2025 08:39 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,2925929,T.RABIN KUMAR PATRO,21-May-2025 04:55 PM,Rejected-AOC,Rejected,29-May-2026 06:15 PM,,,,,,,,,,,,,,AOC
