Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",EIC-CIVIL,CE-ROADS-II-26/2024-25,2025_EICCL_112201_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,04-Apr-2025 05:30 PM,01-May-2025 11:30 AM,04-Apr-2025 05:30 PM,30-Apr-2025 05:30 PM,NA ,NA ,04-Apr-2025 05:30 PM,30-Apr-2025 05:30 PM,24-Dec-2025 11:30 AM,Improvement of Cuttack-Govindapur-Banki-Simor road from 5/000 km to 44/200 km in the district of Cuttack under State Plan,Improvement of Cuttack-Govindapur-Banki-Simor road from 5/000 km to 44/200 km in the district of Cuttack under State Plan,Please refer Tender documents. ,NA ,"27,85,34,235",Civil Works - Roads,NA ,Tender,90.0,270.0,Cuttack-II,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,1.0,ICICI BANK,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",1.0,2nd Corrigendum,Date,,"27,85,000",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,AOC,Technical,Opening,Pradipta Kumar Nayak,01-May-2025 11:44 AM,,EIC-CIVIL,2025_EICCL_112201_1,CE-ROADS-II-26/2024-25,Improvement of Cuttack-Govindapur-Banki-Simor road from 5/000 km to 44/200 km in the district of Cuttack under State Plan,EIC Civil Roads-I,Internal,,Pradipta Kumar Nayak,14-May-2026 03:06 PM,finsummary_535347.pdf (989.42 KB),1.0,2890582.0,PRAMOD KUMAR SWAIN,INR,"236,781,953",1,2901865,ACP CONSTRUCTION,30-Apr-2025 01:08 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,14-May-2026,"INR 236,781,953",270.0,Pradipta Kumar Nayak,14-May-2026 03:11 PM,Cuttack_Govindapur_Agrt.pdf (989.00 KB),01P1 of 2026-27,EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,22-Dec-2025 04:56 PM,24-Dec-2025 11:30 AM,techsummary_535347.pdf (447.44 KB),Finance,Opening,Pradipta Kumar Nayak,24-Dec-2025 12:45 PM,,BOQ Comparative Chart,AOC
,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2898326,BALBHADRA DEVELOPERS PRIVATE LIMITED,28-Apr-2025 06:20 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2902502,Bhabani Construction,30-Apr-2025 04:48 PM,Rejected-AOC,L2 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2887154,Bhagabati build and constructions Pvt Ltd,21-Apr-2025 03:56 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2885806,BIJOY BUILDCONS PVT. LTD.,22-Apr-2025 01:06 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2895507,M/S GOURAV CONTRUCTION,30-Apr-2025 01:24 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2902544,M/S KBM CONSTRUCTION,30-Apr-2025 05:06 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2901537,NANDA INFRA CONSTRUCTION PRIVATE LIMITED,30-Apr-2025 12:27 PM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2890582,PRAMOD KUMAR SWAIN,22-Apr-2025 01:45 PM,Accepted-AOC,Selected as L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2889631,ROUT INFRASTRUCTURE PRIVATE LIMITED,25-Apr-2025 11:26 AM,Rejected-AOC,L1 bidder,14-May-2026 03:11 PM,,,,,,,,,,,,,,,,,,,,,AOC
