EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"4,00,000",Yes,fixed,,Nil,Nil,1.0,3rd Corrigendum,Date,,"10,000",Nil,Nil,No,Chief Electoral Officer HOME ELECTIONS Department,8807/ELEC DT.31.12.2025,2025_HED_124041_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,"Chief Electoral Officer, Odisha","O/o the Chief Electoral Officer, Odisha, BBSR",Printing and Supply of Personalized Colour PVC Electors Photo Identity Cards (EPIC) with high security Hologram (hot stamped) supplied by the designated vendor,Printing and Supply of Personalized Colour PVC Electors Photo Identity Cards (EPIC) with high security Hologram (hot stamped) supplied by the designated vendor,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,365.0,Bhubaneswar,751001.0,"O/o the Chief Electoral Officer, BBSR  ","O/o the Chief Electoral Officer, BBSR  ",05-Jan-2026 11:30 AM ,"O/o the Chief Electoral Officer, BBSR",No ,No,1.0,ICICI BANK,31-Dec-2025 06:55 PM,09-Feb-2026 03:30 PM,31-Dec-2025 06:55 PM,06-Feb-2026 05:00 PM,31-Dec-2025 06:55 PM ,05-Jan-2026 11:00 AM ,31-Dec-2025 06:55 PM,06-Feb-2026 05:00 PM,09-Mar-2026 03:30 PM,1.0,Fee/PreQual/Technical,.pdf,DOCUMENTS AS PER RFP,AOC,1,3374615,Colorplast Systems Private Limited,06-Feb-2026 04:19 PM,Accepted-AOC,L1 price,19-May-2026 12:42 PM,Addl CEO-cum-Special Secretary to Govt.,Internal,,Laxmi Prasad Sahu,06-Mar-2026 05:54 PM,09-Mar-2026 03:30 PM,techsummary_573947.pdf (1408.27 KB),1.0,3374615.0,Colorplast Systems Private Limited,INR,"30,000,000",Finance,Financial Bid Opened,Anamika Singh,09-Mar-2026 03:54 PM,,BOQ Comparative Chart,19-May-2026,"INR 30,000,000",1095.0,Laxmi Prasad Sahu,19-May-2026 12:42 PM,EPICAoC.pdf (8491.00 KB),Annual Contract value(estimated),Additional Chief Electoral Officer,Internal,,Laxmi Prasad Sahu,19-May-2026 12:24 PM,finsummary_573947.pdf (9239.20 KB),Technical,Admitted,Laxmi Prasad Sahu,09-Feb-2026 04:00 PM,,Chief Electoral Officer HOME ELECTIONS Department,2025_HED_124041_1,8807/ELEC DT.31.12.2025,Printing and Supply of Personalized Colour PVC Electors Photo Identity Cards (EPIC) with high security Hologram (hot stamped) supplied by the designated vendor,AOC
,,,,,,2.0,2nd Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,Financial Proposal,AOC,2,3368660,Datacon Technologies India Limited,29-Jan-2026 05:15 PM,Rejected-Technical,Disqualified,06-Mar-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3351314,Madras Security Printers Private Limited,06-Feb-2026 03:59 PM,Rejected-Finance,L5 Rejected,19-May-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3375047,Manipal Payment and Identity Solutions Limited,06-Feb-2026 03:02 PM,Rejected-Finance,L2 Rejected,19-May-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3369532,M/S Sahasra Electronic Solutions Limited,06-Feb-2026 02:19 PM,Rejected-Technical,Disqualified,06-Mar-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3347065,M/s SUMUKHA TECHNOLOGIES AND SOFTWARE PVT LTD,06-Feb-2026 11:12 AM,Rejected-Technical,Disqualified,06-Mar-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3371723,M-tech Innovations Ltd,30-Jan-2026 03:33 PM,Rejected-Finance,L3 Rejected,19-May-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3370810,Printography Systems (I) Pvt. Ltd.,06-Feb-2026 04:39 PM,Rejected-Technical,Disqualified,06-Mar-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3363880,SELP INDIA PVT LTD,29-Jan-2026 04:27 PM,Rejected-Technical,Disqualified,06-Mar-2026 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3343245,VERSATILE CARD TECHNOLOGY P LTD,06-Feb-2026 02:08 PM,Rejected-Finance,L4 Rejected,19-May-2026 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
