Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
REVIVAL OF SALAMPUR-I TW LI PROJECT,REVIVAL OF SALAMPUR-I TW LI PROJECT,Please refer Tender documents. ,NA ,"14,55,622",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,365.0,90.0,TIRTOL BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"7,080",0.0,Nil,Nil,No,31-Dec-2025 10:00 AM,16-Jan-2026 10:00 AM,31-Dec-2025 10:00 AM,15-Jan-2026 05:00 PM,31-Dec-2025 10:00 AM ,15-Jan-2026 04:00 PM ,31-Dec-2025 10:00 AM,15-Jan-2026 05:00 PM,"14,556",Yes,fixed,,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",BID NO. 07/Dt.23/12/2025,2025_OLIC_123796_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND ALL OTHER DOCUMENTS AS PER DTCN",EE LI CUTTACK,EE LI CUTTACK AND OTHERS,AOC,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,09-May-2026 07:29 AM,finsummary_573445.pdf (884.94 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2025_OLIC_123796_39,BID NO. 07/Dt.23/12/2025,REVIVAL OF SALAMPUR-I TW LI PROJECT,1.0,3353494.0,SUJATA MALLICK,INR,"1,455,622",Finance,14 Bidders Participation,BHAGIRATHI MISHRA,22-Jan-2026 04:39 PM,,BOQ Comparative Chart,09-May-2026,"INR 1,455,622",90.0,PRASANTA KUMAR BEHERA,09-May-2026 07:32 AM,sujatamalliksalampurpackageno39.pdf (885.00 KB),WORK ORDER ISSUED,1,3354998,ARABINDA SWAIN,15-Jan-2026 02:02 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,09-May-2026 07:26 AM,techsummary_573445.pdf (884.94 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3355380,AVIJIT MOHANTY,15-Jan-2026 12:55 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3355779,HAREKRUSHNA ROUT,15-Jan-2026 02:49 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3354177,JITENDRA SARANGI,14-Jan-2026 10:16 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3354750,NIRUPAMA BEHERA,15-Jan-2026 08:51 AM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3355319,PRAVAT KUMAR SWAIN,15-Jan-2026 01:00 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3351418,RABINDRA KUMAR DAS,15-Jan-2026 12:18 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3355075,Rakesh Kumar Mohapatra,15-Jan-2026 03:22 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3354968,SAMBIT BISOYI,15-Jan-2026 11:15 AM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3355114,SANJAYA KUMAR MOHAPATRA,15-Jan-2026 01:31 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3354635,SK SOAEB ALLI,15-Jan-2026 02:25 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3354104,SUDEEP ROUT,14-Jan-2026 07:38 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3353494,SUJATA MALLICK,15-Jan-2026 11:07 AM,Accepted-AOC,OK,09-May-2026 07:32 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3353265,TRILOCHAN NAYAK,13-Jan-2026 06:56 PM,Rejected-Technical,OK,09-May-2026 07:26 AM,,,,,,,AOC
