Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Provision for automation of 55 MLD WTP with pumping station under Rourkela for 24x7 Water Supply,Provision for automation of 55 MLD WTP with pumping station under Rourkela for 24x7 Water Supply,Please refer Tender documents. ,NA ,"5,72,14,000",Civil Works - Water Works,NA ,Tender,120.0,120.0,Rourkela,769001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"11,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",WATCO Bhubaneswar,WATCO (W)-49/2022-23 Dtd.13.03.2023,2023_WATCO_86908_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,16-Mar-2023 11:00 AM,28-Mar-2023 12:30 PM,16-Mar-2023 11:00 AM,27-Mar-2023 05:00 PM,NA ,NA ,16-Mar-2023 11:00 AM,27-Mar-2023 05:00 PM,11-Apr-2023 11:00 AM,Chief Executive Officer,"The Chief Executive Officer, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444","5,73,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC,Chief Executive Officer,Internal,,Rajendra Nath Nayak,10-Apr-2023 05:37 PM,11-Apr-2023 11:00 AM,techsummary_431098.pdf (865.48 KB),WATCO Bhubaneswar,2023_WATCO_86908_1,WATCO (W)-49/2022-23 Dtd.13.03.2023,Provision for automation of 55 MLD WTP with pumping station under Rourkela for 24x7 Water Supply,1.0,2103704.0,KNK PROJECTS PVT LTD,INR,"51,549,996",Finance,One no financial bid is received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,11-Apr-2023 11:10 AM,,BOQ Comparative Chart,Technical,Three no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Rajendra Nath Nayak,28-Mar-2023 12:36 PM,,1,2104489,CHANDAN SINGH,27-Mar-2023 04:02 PM,Rejected-Technical,Technically disqualified,10-Apr-2023 05:37 PM,Chief Executive Officer,Internal,,JAYALAXMI BISWAL,20-May-2026 02:58 PM,finsummary_431098.pdf (1307.75 KB),20-May-2026,"INR 51,549,996",120.0,JAYALAXMI BISWAL,20-May-2026 03:05 PM,AOC.pdf (2793.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2104667,Drite Automation and Engineering,27-Mar-2023 12:26 PM,Rejected-Technical,Technically disqualified,10-Apr-2023 05:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2103704,KNK PROJECTS PVT LTD,27-Mar-2023 03:27 PM,Accepted-AOC,Lowest bidder,20-May-2026 03:05 PM,,,,,,,,,,,,,AOC
