Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",Nil,Nil,No,"83,700",Yes,fixed,,Nil,Nil,07-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,07-Nov-2025 10:00 AM ,17-Nov-2025 05:00 PM ,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,01-Dec-2025 10:00 AM,AUL 52 Improvement to road on Angalo TRE from RD 4830 m to 6090m.,Improvement to road on Angalo TRE from RD 4830 m to 6090m.,Please refer Tender documents. ,NA ,"83,67,013",Civil Works - Others,NA ,Tender,90.0,180.0,Aul,754219.0,NA ,NA ,NA ,"S.E, Aul Embkt. Division, Aul",No ,No,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,e-Procurement Notice No.AED-15 OF 2025-26,2025_AULE_120859_45,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"S.E, Aul Embkt. Division, Aul","S.E, Aul Embkt. Division, Aul-754219",1.0,Fee/PreQual/Technical,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",AOC,1,3232302,AJIT ROUT,17-Nov-2025 03:03 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,22-May-2026,"INR 5,660,067",180.0,Sambit Kumar Sahoo,22-May-2026 10:06 PM,52.pdf (122.00 KB),"L1 bid of Sri Suroja Kumar Pradhan selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.","Aul Embankment Division, Aul",Internal,,Sambit Kumar Sahoo,30-Nov-2025 08:11 PM,01-Dec-2025 10:00 AM,techsummary_562275.pdf (424.87 KB),Finance,All the bidders have been downloaded successfully.,Sambit Kumar Sahoo,04-Dec-2025 02:02 PM,,BOQ Comparative Chart,Technical,All the bids are downloaded successfully.,Kshirod Kumar Mohapatra,24-Nov-2025 08:44 PM,technical_562275.pdf,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,2025_AULE_120859_45,e-Procurement Notice No.AED-15 OF 2025-26,AUL 52 Improvement to road on Angalo TRE from RD 4830 m to 6090m.,AUL Embankment Div AUL,Internal,AUL Embankment Div AUL,Kshirod Kumar Mohapatra,24-Dec-2025 06:48 PM,finsummary_562275.pdf (447.80 KB),1.0,3232985.0,Suroja Kumar Pradhan,INR,"5,660,067",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,Bill of Quantity,AOC,2,3232852,ANKITA DAS,17-Nov-2025 04:20 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3229531,ANSHUMAN TRIPATHY,16-Nov-2025 10:19 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3222881,ASHUTOSH PARIDA,14-Nov-2025 10:25 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3233086,BIBEKANANDA MISHRA,17-Nov-2025 04:55 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3231964,BIJAYA KUMAR JENA,17-Nov-2025 04:02 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3232930,BIKASH KUMAR SAMAL,17-Nov-2025 04:31 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3231621,CHANDAN KUMAR JENA,17-Nov-2025 01:33 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3214029,CHANDRA BHANU BISWAL,13-Nov-2025 01:57 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3223324,JYOTISMITA SAHU,14-Nov-2025 11:19 PM,Rejected-Finance,Not won in the transparent Lottery,24-Dec-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
