S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3201892.0,Superior Construction Private Limited,INR,"197,167,288","The Commissioner-cum-Secretary to Government, WD",Internal,"The CE, BRIDGES, Odisha, FA-cum-Special Secretary to Government, WD",Jyoti Prakash Sahoo,13-May-2026 01:49 PM,finsummary_556292.pdf (5132.45 KB),EIC-CIVIL||EIC-CIVIL,2025_EICCL_119551_1,CE-BRIDGES-07/2025-26,Improvement to Giringkela to Usha Kothi road (ODR) from 15.700km to 21.200km in the District of Sundargarh for the year 2025-26,Technical,Six bidders participated in this tender,Jyoti Prakash Sahoo,13-Nov-2025 12:28 PM,,Finance,All are quoted 14.99 percent less,Jyoti Prakash Sahoo,20-Jan-2026 04:42 PM,,BOQ Comparative Chart,"Er. Satyabrata Behera, EIC (Civil-cum-Roads), Odisha",Internal,"Er. A. Tripathy, CE, Bridges, Odisha, Er. R.R Sahoo, ACE, Bridges, Mrs. Poonam Singh, FA",Arabinda Tripathy,16-Jan-2026 09:07 PM,20-Jan-2026 11:00 AM,techsummary_556292.pdf (8655.63 KB),13-May-2026,"INR 197,167,288",335.0,Jyoti Prakash Sahoo,13-May-2026 02:01 PM,AOC_USHAKOTI.pdf (1917.00 KB),"Agreement No.08 P1 of 2026-27 of S.E. Sundargarh R and B Division, Sundargarh",1,3196346,ASHOK BRICKS INDUSTRIES PRIVATE LIMITED,12-Nov-2025 12:45 PM,Rejected-Finance,1st lowest bidder,13-May-2026 01:49 PM,AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost, Bid Security, GSTIN, PAN, RC and Affidavit",Improvement to Giringkela to Usha Kothi road (ODR) from 15.700km to 21.200km in the District of Sundargarh for the year 2025-26,Improvement to Giringkela to Usha Kothi road (ODR) from 15.700km to 21.200km in the District of Sundargarh for the year 2025-26,Please refer Tender documents. ,NA ,"23,19,34,229",Civil Works - Roads,NA ,Tender,90.0,335.0,in the District of Sundargarh,751001.0,NA ,NA ,NA ,"Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswa",No ,No,"23,19,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Chief Engineer, Bridges, Odisha","Nirman Soudha, O/o EIC (Civil), Odisha, Bhubaneswar",18-Oct-2025 02:30 PM,13-Nov-2025 11:30 AM,18-Oct-2025 02:30 PM,12-Nov-2025 05:00 PM,18-Oct-2025 02:30 PM ,10-Nov-2025 05:00 PM ,18-Oct-2025 02:30 PM,12-Nov-2025 05:00 PM,20-Jan-2026 11:00 AM,EIC-CIVIL||EIC-CIVIL,CE-BRIDGES-07/2025-26,2025_EICCL_119551_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3213893,M/S JBN ENGICONS,12-Nov-2025 03:57 PM,Rejected-Finance,1st lowest bidder,13-May-2026 01:49 PM,AOC,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3212848,RAJ KISHOR SINGH,11-Nov-2025 01:57 PM,Rejected-Technical,Disqualfied,16-Jan-2026 09:07 PM,AOC,,,,,,,,.pdf,Other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3209047,SATENDRA PRASAD,12-Nov-2025 01:58 PM,Rejected-Finance,1st lowest bidder,13-May-2026 01:49 PM,AOC,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3208817,Shree Balaji Engicons Limited,12-Nov-2025 03:28 PM,Rejected-Finance,1st lowest bidder,13-May-2026 01:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3201892,Superior Construction Private Limited,09-Nov-2025 04:58 PM,Accepted-AOC,1st lowest bidder,13-May-2026 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
