Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to R.I. Office-cum-Residence at Chakhundapal for the year 2025-26,S/R to R.I. Office-cum-Residence at Chakhundapal for the year 2025-26,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,KEONJHAR,758001.0,NA ,NA ,NA ,"R.W DIVISION-I,KEONJHAR",No ,No,"2,000",0.0,Nil,Nil,No,SUPERINTENDING ENGINEER,"At-Gambharia Po-DD College Near Dairy Farm, Keonjhar",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,NCB 15 OF 2025-26,2025_CERWI_122497_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GST, AFFIDAVIT AS PER ANNEXURE",05-Dec-2025 11:00 AM,17-Dec-2025 11:00 AM,05-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,05-Dec-2025 11:00 AM ,15-Dec-2025 05:00 PM ,05-Dec-2025 11:00 AM,16-Dec-2025 05:00 PM,"2,540",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC,SE,Internal,,Kapileswar Singh,31-Jan-2026 04:44 PM,finsummary_569440.pdf (936.09 KB),SE,Internal,,Kapileswar Singh,31-Jan-2026 04:39 PM,techsummary_569440.pdf (936.09 KB),20-Feb-2026,"INR 215,894",30.0,Kapileswar Singh,06-May-2026 12:59 PM,23.pdf (771.00 KB),1.0,3298512.0,BHOLANATH SETHY,INR,"215,894",CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-KEONJHAR,2025_CERWI_122497_23,NCB 15 OF 2025-26,S/R to R.I. Office-cum-Residence at Chakhundapal for the year 2025-26,1,3305225,AAKASH KUMAR SETHY,15-Dec-2025 07:42 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,Finance,COVER1,Kapileswar Singh,31-Jan-2026 04:34 PM,finance_569440.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3306517,ABHIJEET NAYAK,16-Dec-2025 04:34 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3297776,ASHOK KUMAR SAHOO,12-Dec-2025 02:28 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3298512,BHOLANATH SETHY,13-Dec-2025 11:43 AM,Accepted-AOC,Accepted,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3298895,GITA RANI SAHOO,14-Dec-2025 01:36 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3299014,HARISH KUMAR SAHOO,13-Dec-2025 08:53 AM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3307193,HEMANTA KUMAR NAIK,16-Dec-2025 01:08 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3306776,LAXMIDHAR SARDAR,16-Dec-2025 12:09 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3307739,Manoj Kumar Naik,16-Dec-2025 04:11 PM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3302821,MOHAMMAD IZHAR,16-Dec-2025 02:38 AM,Rejected-AOC,Rejected,06-May-2026 12:59 PM,,,,,,,AOC
