Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"O/O EXECUTIVE OFFICER, KEONJHARGARH MUNICIPALITY","O/O EXECUTIVE OFFICER, KEONJHARGARH MUNICIPALITY",Municipal Bodies||Keonjhargarh Municipal Council,ODULB_KGM_21/2025-2026,2026_ORULB_125106_55,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,"9,000",Yes,fixed,,Nil,Nil,1,ICICI BANK,S/R of Road with Paver Block Road from Mahanta Babu house towards PWD Road at Dhangarpada in Ward No-06,S/R of Road with Paver Block Road from Mahanta Babu house towards PWD Road at Dhangarpada in Ward No-06,Please refer Tender documents. ,NA ,"9,00,000",Civil Works - Others,NA ,Tender,90.0,120.0,KEONJHARGARH MUNICIPALITY,758001.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER, KEONJHARGARH MUNICIPALITY",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GST, REGISTRATION CERTIFICATE, AFFIDAVIT AND OTHER AS PER DTCN",31-Jan-2026 03:00 PM,11-Feb-2026 11:00 AM,31-Jan-2026 03:00 PM,10-Feb-2026 05:00 PM,31-Jan-2026 03:00 PM ,05-Feb-2026 05:00 PM ,31-Jan-2026 03:00 PM,10-Feb-2026 05:00 PM,AOC,765894.67,Internal,02 NOS,Lalit Kumar Naik,11-May-2026 09:09 AM,finsummary_578583.pdf (110.80 KB),"EO, KEONJHARGARH",Internal,02 NOS,Lalit Kumar Naik,10-May-2026 11:28 AM,techsummary_578583.pdf (110.80 KB),Municipal Bodies||Keonjhargarh Municipal Council,2026_ORULB_125106_55,ODULB_KGM_21/2025-2026,S/R of Road with Paver Block Road from Mahanta Babu house towards PWD Road at Dhangarpada in Ward No-06,1.0,3384266.0,SAMITA DAS,INR,"765,894.67",1,3384266,SAMITA DAS,07-Feb-2026 02:02 PM,Accepted-AOC,QUALIFIED,11-May-2026 09:11 AM,11-May-2026,"INR 765,894.67",120.0,Lalit Kumar Naik,11-May-2026 09:11 AM,55.pdf (111.00 KB),WORK ORDER,Finance,02 NOS BIDDER,Lalit Kumar Naik,13-Feb-2026 05:01 PM,finance_578583.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3384869,SAROJINI JENA,07-Feb-2026 01:52 PM,Rejected-AOC,DISQUALIFIED,11-May-2026 09:11 AM,,,,,,,,,,,,,,AOC
