Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Patnagarh NAC,NACPTG/02(01-09)/2025-26,2025_ORULB_122173_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,EXECUTIVE OFFICE,"Executive Officer, NAC Patnagarh",Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagarh,Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagarh,Refer to Tender Document ,NA ,"10,55,482",Civil Works - Roads,Drain and Road ,Tender,180.0,90.0,NAC PATNAGARH,767025.0,NA ,NA ,NA ,NAC PATNAGARH,No ,No,1.0,ICICI BANK,29-Nov-2025 05:00 PM,17-Dec-2025 11:00 AM,29-Nov-2025 05:00 PM,15-Dec-2025 05:00 PM,29-Nov-2025 05:00 PM ,15-Dec-2025 05:00 PM ,29-Nov-2025 05:00 PM,15-Dec-2025 05:00 PM,"10,555",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,AOC,Municipal Bodies||Patnagarh NAC,2025_ORULB_122173_9,NACPTG/02(01-09)/2025-26,Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagarh,"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,25-May-2026 04:09 PM,finsummary_567923.pdf (1265.76 KB),Finance,BID Opened,Narayan Dandsena,25-May-2026 03:57 PM,finance_567923.pdf,BOQ Comparative Chart,1.0,3301743.0,JAGAMOHAN MEHER,INR,"1,055,376",1,3301898,ASHISH KUMAR PATRA,14-Dec-2025 08:22 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,25-May-2026,"INR 1,055,376",90.0,Narayan Dandsena,25-May-2026 04:14 PM,WO9A.pdf (683.00 KB),Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,"Narayan Dandasena, Executive Officer",Internal,selected in Lottery Process to execute the work,Narayan Dandsena,25-May-2026 04:05 PM,techsummary_567923.pdf (1265.76 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BID BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,3302846,BIRENDRA SETH,15-Dec-2025 01:10 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3304305,DHIRENDRA KUMAR SETH,15-Dec-2025 04:25 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3301847,DOSALIN MISHRA,14-Dec-2025 08:06 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3301743,JAGAMOHAN MEHER,14-Dec-2025 07:08 PM,Accepted-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3301172,NANDAN KUMAR THAKUR,14-Dec-2025 01:37 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3303502,PRATIK KUMAR NAYAK,15-Dec-2025 01:40 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3299094,RAJESH RANJAN PATRA,13-Dec-2025 08:45 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3298499,RAJ KUMAR KUDEI,12-Dec-2025 08:03 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3298810,SANDHYARANI DARUAN,12-Dec-2025 10:12 PM,Rejected-AOC,Sri Jagamohan Meher selected in Lottery Process to execute the work Const. Of C.C. Road and Drain from Benu Meher house to Mangala Mandir house in ward No.13 under N.A.C. Patnagar,25-May-2026 04:14 PM,,,,,,,,,,,,,,AOC
