S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2994159.0,KISHORE KUMAR PANDA,INR,"46,970,432",CCE,Internal,,Satyajit Dalai,30-Oct-2025 06:16 PM,finsummary_544638.pdf (131.58 KB),Technical,09 no of bidders have been participated,Suchitra Kar,11-Jul-2025 01:03 PM,,CE RW I||RWCIRCLE-KENDRAPARA,2025_CERWI_114951_1,Tender Online RCK-11/2025,Construction of Ainipada RD road to Satabhauni High Schoolto Panchapada road in the district of Kendrapara under MMSY-TRIP for the year 2024-25,Finance,09 no of bidders have been participated,Suchitra Kar,14-Aug-2025 02:46 PM,,BOQ Comparative Chart,CCE,Internal,"CCE,DAO,Estimator",Satyajit Dalai,11-Aug-2025 02:31 PM,14-Aug-2025 11:00 AM,techsummary_544638.pdf (1348.52 KB),01-Apr-2026,"INR 46,970,432",270.0,Satyajit Dalai,13-May-2026 11:51 AM,Document28.pdf (431.00 KB),The work has been awarded to Kishore Kumar Panda,1,2993953,ABHAYA KUMAR ROUT,09-Jul-2025 01:04 PM,Rejected-AOC,unsuccessful bidder,13-May-2026 11:51 AM,AOC,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Construction Engineer,R.W Circle KPD-JJP","O/o CCE,R.W Circle,Kendrapara-Jajpur",1.0,Fee/PreQual/Technical,.pdf,"License, GST, PAN, No relation Certificate as per DTCN",1.0,Date Corrigendum,Date,,Construction of Ainipada RD road to Satabhauni High Schoolto Panchapada road in the district of Kendrapara under MMSY-TRIP for the year 2024-25,Construction of Ainipada RD road to Satabhauni High Schoolto Panchapada road in the district of Kendrapara under MMSY-TRIP for the year 2024-25,NA ,NA ,"5,52,52,832",Civil Works - Roads,NA ,Tender,90.0,270.0,Kendrapara,754211.0,NA ,NA ,NA ,"O/o CCE,R.W Circle,Kendrapara-Jajpur",No ,No,"5,52,528",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-KENDRAPARA,Tender Online RCK-11/2025,2025_CERWI_114951_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,27-Jun-2025 09:00 AM,11-Jul-2025 11:00 AM,27-Jun-2025 09:00 AM,10-Jul-2025 05:00 PM,27-Jun-2025 09:00 AM ,10-Jul-2025 02:00 PM ,27-Jun-2025 09:00 AM,10-Jul-2025 05:00 PM,14-Aug-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2993787,AMLAN SAMAL,09-Jul-2025 07:55 AM,Rejected-AOC,unsuccessful bidder,13-May-2026 11:51 AM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2989919,ANANTA PRASAD MALIK,07-Jul-2025 10:08 PM,Rejected-AOC,unsuccessful bidder,13-May-2026 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2988484,ANIL KUMAR SWAIN,08-Jul-2025 09:47 PM,Rejected-AOC,unsuccessful bidder,13-May-2026 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2984381,Bijaya Kumar Mohanty,07-Jul-2025 03:49 PM,Rejected-Finance,Rejected Bidder,30-Oct-2025 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2994159,KISHORE KUMAR PANDA,09-Jul-2025 04:31 PM,Accepted-AOC,The work has been awarded to Kishore Kumar panda,13-May-2026 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2994187,Prasanta Kumar Behera,09-Jul-2025 03:54 PM,Rejected-Finance,Rejected Bidder,30-Oct-2025 06:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2993658,RASMIRANJAN DAS,08-Jul-2025 08:42 PM,Rejected-AOC,unsuccessful bidder,13-May-2026 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2994006,Sukant Kumar Rout,09-Jul-2025 01:25 PM,Rejected-AOC,unsuccessful bidder,13-May-2026 11:51 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
