Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Document As Per DTCN,"3,532",Yes,fixed,,Nil,Nil,21-Feb-2026 11:00 AM,09-Mar-2026 11:00 AM,21-Feb-2026 11:00 AM,07-Mar-2026 05:00 PM,NA ,NA ,21-Feb-2026 11:00 AM,07-Mar-2026 05:00 PM,Construction of Paver Road with drain from park to OK tailor in ward no. 03,Construction of Paver Road with drain from park to OK tailor in ward no. 03,Please refer Tender documents. ,NA ,"3,53,187",Civil Works - Others,NA ,Rate Contract,120.0,NA ,Sundargarh Municipality,770001.0,NA ,NA ,NA ,Sundargarh Municipality,No ,No,1,ICICI BANK,"Executive Officer, Sundargarh Municipality","Executive Officer, Sundargarh Municipality",Municipal Bodies||Sundargarh Municipality,EO/SNGM/09/2025-26,2026_ORULB_126356_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Sundargarh Municipality,2026_ORULB_126356_2,EO/SNGM/09/2025-26,Construction of Paver Road with drain from park to OK tailor in ward no. 03,Administrator,Internal,,SUSHANTA PATEL,21-May-2026 10:47 AM,finsummary_582132.pdf (769.86 KB),Finance,Opened,SUSHANTA PATEL,18-Mar-2026 05:13 PM,finance_582132.pdf,BOQ Comparative Chart,1.0,3415387.0,SUMITA PRUSETH,INR,"352,832.48",1,3415376,KAPILESWAR RAO,01-Mar-2026 05:12 PM,Rejected-AOC,Not accepted,21-May-2026 11:18 AM,21-May-2026,"INR 352,832.48",60.0,Vikas Mundari,21-May-2026 11:18 AM,2614.pdf (501.00 KB),AoC,Administrator,Internal,,SUSHANTA PATEL,21-May-2026 10:43 AM,techsummary_582132.pdf (769.86 KB),AOC
,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3415387,SUMITA PRUSETH,01-Mar-2026 05:36 PM,Accepted-AOC,Accepted,21-May-2026 11:18 AM,,,,,,,,,,,,,,AOC
