Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Protection to right bank of river Hati near village Dasigaon from RD 544m to 699m for 2025-26,Protection to right bank of river Hati near village Dasigaon from RD 544m to 699m for 2025-26,Please refer Tender documents. ,NA ,"42,36,886",Civil Works - Others,NA ,Tender,90.0,180.0,Dasigaon,766013.0,NA ,NA ,NA ,"Office of the SE, Kalahandi Irrigation Division",No ,No,1.0,ICICI BANK,"Office of the SE, Kalahandi Irrigation Division","Office of the SE, Kalahandi Irrigation Division, Bhawanipatna","CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",e-KLID-01/2025-26,2025_CEBMT_114821_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"42,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, Contractor RC, PAN,Affidavit, NRC and any other as per DTCN",25-Jun-2025 11:00 AM,09-Jul-2025 11:00 AM,25-Jun-2025 11:00 AM,08-Jul-2025 05:30 PM,25-Jun-2025 11:00 AM ,30-Jun-2025 05:30 PM ,25-Jun-2025 11:00 AM,08-Jul-2025 05:30 PM,"6,000",0.0,Nil,Nil,No,AOC,SEKID,Internal,"SEKID,AEE DAO,AE",ANANTARAM NAIK,13-Oct-2025 08:33 PM,finsummary_544316.pdf (432.65 KB),SEKID,Internal,"SEKID,DAO,AEEESTR",ANANTARAM NAIK,06-Oct-2025 07:35 PM,techsummary_544316.pdf (982.83 KB),15-Oct-2025,"INR 3,601,777.07",180.0,ANANTARAM NAIK,01-May-2026 07:35 PM,22.pdf (689.00 KB),AOC,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",2025_CEBMT_114821_22,e-KLID-01/2025-26,Protection to right bank of river Hati near village Dasigaon from RD 544m to 699m for 2025-26,1.0,2990755.0,RUPCHAND HARIJAN,INR,"3,601,777.07",1,2990411,ABC CONSTRUCTIONS,07-Jul-2025 09:44 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,Finance,Technical Bid Download sucessfully,ANANTARAM NAIK,28-Aug-2025 09:56 PM,finance_544316.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2985691,ANIL KUMAR KEDIA,02-Jul-2025 06:02 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2989762,ANJAN KUMAR BEHERA,08-Jul-2025 10:07 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2989508,ASHOK KUMAR PADHAN,05-Jul-2025 11:04 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2986937,Ashutosh Mishra,03-Jul-2025 11:29 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2985714,Banishree Mishra,02-Jul-2025 12:51 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2992954,BASANTA KUMAR BISWAL,08-Jul-2025 12:04 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2992753,Bhojraj Rana,07-Jul-2025 10:25 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2989658,BIBHUTI RANJAN PATTNAIK,04-Jul-2025 11:39 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2990665,Chanchal Mahapatra,05-Jul-2025 05:19 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
