Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2986947,Dillip Kumar Panda,04-Jul-2025 11:39 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2993085,GAJENDRA NATH BISOI,08-Jul-2025 04:26 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2993483,GITANJALI MEHER,08-Jul-2025 05:01 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2991103,GITANJALI PADHAN,06-Jul-2025 11:12 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2988124,Kalpalata Tripathy,05-Jul-2025 11:30 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2986574,KHIRASINDHU SAHU,08-Jul-2025 04:08 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2989792,LIKUN KUMAR MOHANTY,08-Jul-2025 01:11 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2992817,Manaranjan Behera,08-Jul-2025 08:20 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2989811,M/S MAA TARINI CONSTRUCTION,07-Jul-2025 11:06 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2987408,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",04-Jul-2025 07:51 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2992826,Pradeep Kumar Brahma,08-Jul-2025 11:55 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2986459,PRADEEPTA KUMAR TRIPATHY,02-Jul-2025 05:20 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2992867,RAMESH KUMAR NAIK,08-Jul-2025 04:31 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2985937,Rasmita Pattnaik,02-Jul-2025 12:53 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2990628,RATHA MEHER,08-Jul-2025 02:04 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2992737,ROHAN KUMAR NAG,07-Jul-2025 09:29 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2991889,ROLEX PARIDA,07-Jul-2025 01:14 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2987478,Rudra Prasad Padhi,06-Jul-2025 05:26 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2990755,RUPCHAND HARIJAN,05-Jul-2025 04:25 PM,Accepted-AOC,AOC,01-May-2026 07:35 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2986263,SARADA KUMARI RAO,04-Jul-2025 12:20 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2993429,SARADA PRASAN NANDI,08-Jul-2025 03:57 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2992801,SATGURU TRADERS,08-Jul-2025 11:36 AM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2990848,SOM PRAKASH PUROHIT,05-Jul-2025 11:48 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2987556,Tankadhar Pan,03-Jul-2025 09:06 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2985765,TRILOCHAN MAHAPATRA,02-Jul-2025 12:33 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2990840,UMARANI NANDA,08-Jul-2025 12:43 PM,Rejected-Finance,Through Transparent Lottery Process,13-Oct-2025 08:33 PM,,,,,,,AOC
