Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Opening,Ashok Kumar Lenka,31-Jan-2026 05:07 PM,,BOQ Comparative Chart,"Er Satyabrata Behera EIC (Civil-cum-Roads), Odisha",Internal,Er P Samantara CEB I Sri A K Sahoo Er M K Mahanada CCE Central Circle Er A K Lenka Addl CEB I Er J Behera Addl CE PH Circle BBSR Er B Mishra Dy Secy Works Dept Er N C Naik SE Electrical Smt A Samal FO,Ashok Kumar Lenka,31-Jan-2026 03:28 PM,31-Jan-2026 05:00 PM,techsummary_569412.pdf (495.92 KB),1.0,3326348.0,DILLIP CONSTRUCTIONS PRIVATE LIMITED,29-Dec-2025 02:02 PM,Accepted-AOC,L1,08-May-2026 06:37 PM,08-May-2026,"INR 780,030,210",730.0,Priyabrata Samantara,08-May-2026 06:36 PM,AOC_Odishabhawan.pdf (919.00 KB),AOC,1.0,3326348.0,DILLIP CONSTRUCTIONS PRIVATE LIMITED,INR,"780,030,210",Sri S K Singh Principal Secretary to Govt Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secy Works Dept. Odisha,Priyabrata Samantara,27-Apr-2026 05:12 PM,finsummary_569412.pdf (404.98 KB),EIC-CIVIL,2025_EICCL_122576_1,C.E. (B)- 28 /2025-26,Construction of New Odisha Bhawan (3B plus G plus 6) Storey Building at New Delhi on Turnkey Basis.,Technical,2 Nos. Bidders Received,Smita Sahoo,05-Jan-2026 12:45 PM,,AOC,05-Dec-2025 10:00 AM,05-Jan-2026 11:30 AM,05-Dec-2025 10:00 AM,29-Dec-2025 05:30 PM,NA ,NA ,05-Dec-2025 10:00 AM,29-Dec-2025 05:30 PM,31-Jan-2026 05:00 PM,"10,000",0.0,Nil,Nil,No,EIC-CIVIL,C.E. (B)- 28 /2025-26,2025_EICCL_122576_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid as indicated as Section-1 of RFP.,1.0,3RD CORRIGENDUM,Date,,Construction of New Odisha Bhawan (3B plus G plus 6) Storey Building at New Delhi on Turnkey Basis.,Construction of New Odisha Bhawan (3B plus G plus 6) Storey Building at New Delhi on Turnkey Basis.,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,180.0,730.0,NEW DELHI,110021.0,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar. ","O/o. the E.I.C. (Civil), Odisha, Bhubaneswar. ",12-Dec-2025 11:30 AM ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,"Chief Engineer, Buildings-I, Odisha, Bhubaneswar.","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",1.0,ICICI BANK,"76,68,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2.0,3330410.0,SPD CONSTRUCTIONS LIMITED,29-Dec-2025 12:45 PM,Rejected-Finance,L2,27-Apr-2026 05:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security and cost of Bid documents online mode.,2.0,4TH CORRIGENDUM,Other,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Qualification Information and supporting documents as per Section-1 of RFP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificates Undertakings, Affidavit as per Section-2 of RFP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scope of Work as Section 8 of RFP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Others Document as per RFP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Quoted Lumpsum Price BoQ with Bidder Name.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
