Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Bid Opening Summary,Sarita Kumari Charchi,15-May-2026 08:06 PM,finance_579629.pdf,BOQ Comparative Chart,1.0,3402253.0,Arabinda Panda,INR,"2,890,363",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2026_CERWI_125613_3,OnlineTender/26/SERWDG-I/25-26,SR to PWD Road to Paikapada,"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer (Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,15-May-2026 08:31 PM,finsummary_579629.pdf (816.53 KB),"Executive Engineer, R.W. Division-I, Ganjam, Berhampur",Internal,"D.A.O, Jr. Engineer (Estr), R.W. Division-I, Ganjam, Berhampur",Sarita Kumari Charchi,15-May-2026 08:22 PM,techsummary_579629.pdf (251.66 KB),15-May-2026,"INR 2,890,363",15.0,Sarita Kumari Charchi,15-May-2026 08:38 PM,wo.pdf (485.00 KB),176P1/2025-26,1,3402253,Arabinda Panda,18-Feb-2026 02:06 PM,Accepted-AOC,Bidder found L1,15-May-2026 08:38 PM,AOC,1.0,ICICI BANK,"36,130",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,SR to PWD Road to Paikapada,SR to PWD Road to Paikapada,Please refer Tender documents. ,NA ,"36,13,000",Civil Works - Roads,NA ,Tender,90.0,15.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E., R.W. Division-I, Ganjam, Berhampur",No ,No,"E.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division No.-I, In-front of De-paul School, Engineering School Road, Ganjam, Berhampur, 760010",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/26/SERWDG-I/25-26,2026_CERWI_125613_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",06-Feb-2026 05:00 PM,19-Feb-2026 11:00 AM,06-Feb-2026 05:00 PM,18-Feb-2026 05:00 PM,06-Feb-2026 05:00 PM ,17-Feb-2026 03:00 PM ,06-Feb-2026 05:00 PM,18-Feb-2026 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3402534,ASHOK KUMAR PRADHAN,18-Feb-2026 03:32 PM,Rejected-Technical,Bidder found L2,15-May-2026 08:22 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity (BOQ),,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3400468,Babula Sethy,17-Feb-2026 01:28 PM,Rejected-Finance,Bidder found L3,15-May-2026 08:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3395244,CHANDAN KUMAR NAHAK,18-Feb-2026 03:36 PM,Rejected-Technical,Bidder found L2,15-May-2026 08:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3391530,G APEYA,11-Feb-2026 08:06 PM,Rejected-Finance,Bidder found L2,15-May-2026 08:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3395264,GAYATREE PRADHAN,18-Feb-2026 03:40 PM,Rejected-Technical,Bidder found L2,15-May-2026 08:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3395319,SUBHASHREE DASH,13-Feb-2026 06:30 PM,Rejected-Technical,Bidder found L2,15-May-2026 08:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
