Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
,,,,,,11,3445266,M/s Pati Enterprises,05-Apr-2026 05:17 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3447875,M/S. RENUBALA ENTERPRISERS (PROP - RENUBALA DASH),06-Apr-2026 12:54 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3443179,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),03-Apr-2026 04:00 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3446534,M/S SAI SHREE INDUSTRIES,06-Apr-2026 08:35 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3445175,M/S. SANJEEB ENTERPRISERS,05-Apr-2026 12:47 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3447915,M/S SHREE INDUSTRIES,07-Apr-2026 11:57 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3448220,PRAGATI ENGINEERING,06-Apr-2026 02:00 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,3448443,Sarkar Engineering Works,06-Apr-2026 04:31 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,3445474,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL",02-Apr-2026 02:23 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,3442517,SPS INDUSTRY,05-Apr-2026 01:21 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,3442510,SUSHIL KUMAR DAS,05-Apr-2026 01:30 PM,Accepted-AOC,LOTTERY WINNER AND SUCCESSFUL BIDDER,30-May-2026 04:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
