Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 11:47 AM,techsummary_586418.pdf (786.57 KB),1,3448407,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Apr-2026 12:05 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,30-May-2026,"INR 660,212.94",20.0,Jyoti Ranjan Pradhan,30-May-2026 04:12 PM,AOC30B.pdf (974.00 KB),1.0,3442510.0,SUSHIL KUMAR DAS,INR,"660,212.94",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,Jyoti Ranjan Pradhan,08-Apr-2026 12:15 PM,,BOQ Comparative Chart,"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 04:07 PM,finsummary_586418.pdf (664.76 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2026_CEMWR_127630_1,SE/MDB-30(B)/W/2025-26,"Replacement and Renovation of Gates and Hoists of Gobindapokhari MIP in Banpur block under Minor Irrigation Division, Khordha for the year of 2025-26.",AOC,"6,700",No,fixed,,Nil,Nil,26-Mar-2026 10:00 AM,07-Apr-2026 04:00 PM,26-Mar-2026 10:00 AM,07-Apr-2026 03:30 PM,26-Mar-2026 10:00 AM ,07-Apr-2026 03:30 PM ,26-Mar-2026 10:00 AM,07-Apr-2026 03:30 PM,"Replacement and Renovation of Gates and Hoists of Gobindapokhari MIP in Banpur block under Minor Irrigation Division, Khordha for the year of 2025-26.","Replacement and Renovation of Gates and Hoists of Gobindapokhari MIP in Banpur block under Minor Irrigation Division, Khordha for the year of 2025-26.",Please refer Tender documents. ,NA ,"6,60,213",Mechanical Works,NA ,Tender,90.0,20.0,"Gobindapokhari, Banapur",752031.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, EPF, ESI, Affidavits and all other documents as per DTCN",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-30(B)/W/2025-26,2026_CEMWR_127630_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer, Mechanical Division, BBSR","O/o the Superintending Engineer, Mechanical Division, Bhubaneswar",AOC
,,,,,,2,3445355,BANASHREE BHUYAN,07-Apr-2026 11:28 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3445210,DASH ENGINEERING AND WORKS,05-Apr-2026 12:59 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3445327,LAXMIDHRA BHUYAN,07-Apr-2026 08:43 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3448851,MANGALA PRASAD PARIDA,07-Apr-2026 06:43 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3442539,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,06-Apr-2026 01:05 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3442547,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,06-Apr-2026 12:53 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3447841,M/S. DASH ENTERPRISERS (PROP - RAJEEB LOCHAN DASH),06-Apr-2026 01:22 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3448742,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,07-Apr-2026 07:11 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3448714,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",06-Apr-2026 10:50 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
