Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
11-May-2026,"INR 35,004,164",270.0,Anup Kumar Behera,11-May-2026 07:58 PM,Kuadhara.pdf (137.00 KB),REFUND OF EMD,1,3179717,Er.Raghunath Agarwalla,10-Nov-2025 04:14 PM,Rejected-AOC,0,11-May-2026 07:58 PM,1.0,3210838.0,M/S. OMM ENGINEERING,INR,"35,004,164",CE RW I||RWCIRCLE-ANGUL,2025_CERWI_120351_13,Road Online-AGL-20/2025-26,Construction of road from Kuadhara to Tulasipur road via Goalpur in the District of Angul under MMSY CMRL for the year 2025-26,Technical,4nos bidder found,Anup Kumar Behera,12-Nov-2025 11:01 PM,technical_560134.pdf,Chief Construction Engineer,Internal,E.E. DAO Estimator,Anup Kumar Behera,11-May-2026 07:54 PM,finsummary_560134.pdf (136.84 KB),Finance,Four Bidders found,Anup Kumar Behera,18-Jan-2026 06:10 PM,finance_560134.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,15-Jan-2026 01:28 PM,17-Jan-2026 05:00 PM,techsummary_560134.pdf (2453.99 KB),AOC,"Chief Construction Engineer,RWC,Angul",At- Hakimpada Po- Hakimpada District- Angul,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-20/2025-26,2025_CERWI_120351_13,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"4,11,770",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD One percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",Construction of road from Kuadhara to Tulasipur road via Goalpur in the District of Angul under MMSY CMRL for the year 2025-26,Construction of road from Kuadhara to Tulasipur road via Goalpur in the District of Angul under MMSY CMRL for the year 2025-26,Please refer Tender documents. ,NA ,"4,11,77,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,30-Oct-2025 06:00 PM,12-Nov-2025 10:00 AM,30-Oct-2025 06:00 PM,11-Nov-2025 05:00 PM,30-Oct-2025 06:00 PM ,10-Nov-2025 01:00 PM ,30-Oct-2025 06:00 PM,11-Nov-2025 05:00 PM,17-Jan-2026 05:00 PM,AOC
,,,,,,,2,3187468,M/S Jawahar Mohanty,10-Nov-2025 05:03 PM,Rejected-AOC,0,11-May-2026 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation,No Litigation certif",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3210838,M/S. OMM ENGINEERING,11-Nov-2025 02:01 PM,Accepted-AOC,Winner of lottery among the 1st lowest bidders,11-May-2026 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3210896,SUMIT SINGHAL,11-Nov-2025 07:51 AM,Rejected-AOC,0,11-May-2026 07:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
