Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
13-May-2026,"INR 910,542.23",30.0,Sudhakar Naik,13-May-2026 06:09 PM,3200.pdf (832.00 KB),Work awarded to Nagendra Kumar Rout vide Divisional Agreement No.522 P1 of 2025-26,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2026_CERWI_126220_11,RWD CTC-22/2025-26,S/R to R and B Road to Gothamuhan Road for the year 2025-26,1.0,3412192.0,NAGENDRA KUMAR ROUT,INR,"910,542.23",1,3407673,DILLIP KUMAR DAS,22-Feb-2026 07:43 PM,Rejected-Finance,Other than L1,13-May-2026 06:04 PM,Finance,All bidder are accepted,Debipriya Mohanty,15-Mar-2026 11:14 AM,,BOQ Comparative Chart,Superintending Engineer,Internal,DAO-I and A.E (Estimators),Sudhakar Naik,13-May-2026 06:04 PM,finsummary_581983.pdf (832.22 KB),Superintending Engineer,Internal,DAO-I and A.E (Estimators),Sudhakar Naik,13-May-2026 06:01 PM,techsummary_581983.pdf (832.22 KB),AOC,19-Feb-2026 04:55 PM,27-Feb-2026 11:00 AM,19-Feb-2026 04:55 PM,26-Feb-2026 05:00 PM,19-Feb-2026 04:55 PM ,25-Feb-2026 05:00 PM ,19-Feb-2026 04:55 PM,26-Feb-2026 05:00 PM,S/R to R and B Road to Gothamuhan Road for the year 2025-26,S/R to R and B Road to Gothamuhan Road for the year 2025-26,Refer tender documents ,NA ,"11,76,714",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, District-Cuttack",1,ICICI BANK,"11,767",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD, PAN, Affidavit,correctness and No relation certificate and as per DTCN","6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-22/2025-26,2026_CERWI_126220_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,2,3412192,NAGENDRA KUMAR ROUT,26-Feb-2026 09:13 AM,Accepted-AOC,Work awarded to Nagendra Kumar Rout vide Divisional Agreement No.522 P1 of 2025-26,13-May-2026 06:09 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
