Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"11,800",0.0,Nil,Nil,No,1.0,Corrigendum No.3,Date,,"1,30,000",Yes,fixed,,Nil,Nil,"Selection of an Agency for preparation of DPR for (a)4-lane carriage way from Jalaharpur Chhak to Chari Chhak and (b)4-lane carriage way from Chari Chhak to Astaranga, Puri.","Selection of an Agency for preparation of DPR for (a)4-lane carriage way from Jalaharpur Chhak to Chari Chhak and (b)4-lane carriage way from Chari Chhak to Astaranga, Puri.",Please refer Tender documents. ,NA ,,Consultancy Services,NA ,Tender,120.0,150.0,Puri,752001.0,Through Video Conferencing ,"OBCC Ltd., Vikhash Bhawan, Nayapalli, Bhubaneswar ",11-Nov-2025 12:30 PM ,"OBCC Ltd., Vikhash Bhawan, Nayapalli, Bhubaneswar",No ,No,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN, GST and other documents as per RFP",1.0,ICICI BANK,Orissa Bridge and Construction Corporation Ltd,25/Tender/OBCC/2025-26,2025_OBCC_120618_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Online,No,No,No,"Chief Engineer (Civil), OBCC Ltd","OBCC Ltd., Vikhash Bhawan, Nayapalli, Bhubaneswar",03-Nov-2025 05:00 PM,06-Jan-2026 11:30 AM,03-Nov-2025 05:00 PM,05-Jan-2026 05:00 PM,03-Nov-2025 05:00 PM ,10-Nov-2025 05:00 PM ,03-Nov-2025 05:00 PM,05-Jan-2026 05:00 PM,26-Feb-2026 11:30 AM,AOC,Orissa Bridge and Construction Corporation Ltd,2025_OBCC_120618_1,25/Tender/OBCC/2025-26,"Selection of an Agency for preparation of DPR for (a)4-lane carriage way from Jalaharpur Chhak to Chari Chhak and (b)4-lane carriage way from Chari Chhak to Astaranga, Puri.",1.0,3344897.0,S.M. Consultants Pvt. Ltd.,INR,"4,210,000",Chief Engineer II,Internal,,Shreeya Kumari Varma,23-Feb-2026 04:23 PM,26-Feb-2026 11:30 AM,techsummary_561126.pdf (453.18 KB),Chief Engineer II,Internal,,Shreeya Kumari Varma,27-May-2026 06:47 PM,finsummary_561126.pdf (503.05 KB),27-May-2026,"INR 4,210,000",150.0,Shreeya Kumari Varma,27-May-2026 07:03 PM,NTPandCS.pdf (2609.00 KB),M/s SM Consultant is awarded with the work as L1 bidder.,Finance,Four nos of Financial Bids received and Opened.,Binodini Behera,26-Feb-2026 11:47 AM,,BOQ Comparative Chart,Technical,Total 5 Nos of Technical Bids were received and opened,Binodini Behera,07-Jan-2026 06:21 PM,,1,3288163,Almondz Global Infra Consultant Limited,23-Dec-2025 12:39 PM,Rejected-Finance,L4 Bidder,27-May-2026 06:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per RFP-1,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3244593,ARKITECHNO Consultants (India) Pvt. Ltd.,05-Jan-2026 03:15 PM,Rejected-Finance,L2 Bidder,27-May-2026 06:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per RFP-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3343366,mars planning & engineering services pvt ltd,05-Jan-2026 03:39 PM,Rejected-Technical,Disqualified,23-Feb-2026 04:23 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3324672,M/s. CADD CONSULTING ENGINEERS PRIVATE LIMITED,05-Jan-2026 04:44 PM,Rejected-Finance,L3 Bidder,27-May-2026 06:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3344897,S.M. Consultants Pvt. Ltd.,05-Jan-2026 04:32 PM,Accepted-AOC,Accepted as L1 Bidder,27-May-2026 07:04 PM,AOC
