S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,SE MID KHORDHA,O/OSE MID KHORDHA,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",TCN-13/25-26SEMIDKHD,2025_CEMIB_121926_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GSTIN,PAN,No Relation certificate,Affidavit as per DTCN",Construction of Namanabandha Check Dam over local nalla near village Rajendrapur in Chilika Block of Khordha District under MATY Scheme for the year 2025-26,Construction of Namanabandha Check Dam over local nalla near village Rajendrapur in Chilika Block of Khordha District under MATY Scheme for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,120.0,SE MID KHORDHA,752055.0,NA ,NA ,NA ,SE MID KHORDHA,No ,No,25-Nov-2025 03:00 PM,05-Dec-2025 11:30 AM,25-Nov-2025 03:00 PM,04-Dec-2025 05:30 PM,NA ,NA ,25-Nov-2025 03:00 PM,04-Dec-2025 05:30 PM,15-Dec-2025 11:00 AM,"51,300",Yes,fixed,,Nil,Nil,AOC,1,3265322,BIBHUTI KUMAR PRADHAN,28-Nov-2025 09:50 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,14-May-2026,"INR 4,359,820.51",90.0,Sushant Muna,14-May-2026 12:16 PM,Namanbandhawo.pdf (2372.00 KB),winner of lottery,SEMIDKHORDHA,Internal,sedaoaee,Sushant Muna,14-Dec-2025 11:25 PM,15-Dec-2025 11:00 AM,techsummary_566811.pdf (1004.25 KB),Finance,10nosbidderqualified,Sushant Muna,06-Jan-2026 08:32 PM,finance_566811.pdf,BOQ Comparative Chart,Technical,10nosbidderare qualified,Sushant Muna,14-Dec-2025 11:21 PM,technical_566811.pdf,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",2025_CEMIB_121926_4,TCN-13/25-26SEMIDKHD,Construction of Namanabandha Check Dam over local nalla near village Rajendrapur in Chilika Block of Khordha District under MATY Scheme for the year 2025-26,SEMIDKHORDHA,Internal,sedaoaee,Sushant Muna,06-Jan-2026 08:58 PM,finsummary_566811.pdf (240.82 KB),1.0,3278055.0,NIHAR JENA,INR,"4,359,820.51",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3279119,CHANDAN KUMAR PAIKARAY,04-Dec-2025 03:51 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3277819,DIBYAJYOTI PRADHAN,04-Dec-2025 12:22 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3266994,HRUSHIKESH BISWAL,29-Nov-2025 05:17 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3278470,KISHOR BEHERA,04-Dec-2025 03:43 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3274211,LALITENDU RAUTRAY,03-Dec-2025 11:46 AM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3279126,LUCKY DAS,04-Dec-2025 03:52 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3272578,MANOJ KUMAR DALEI,02-Dec-2025 08:28 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3266736,MANORANJAN SRICHANDAN,04-Dec-2025 12:39 PM,Rejected-Finance,Rejected,06-Jan-2026 08:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3278055,NIHAR JENA,04-Dec-2025 12:55 PM,Accepted-AOC,winner of lottery,14-May-2026 12:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
