Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
ACE PHD BHAWANIPATNA,Internal,,Subrat Kumar Das,22-Jan-2026 05:04 PM,22-Jan-2026 05:15 PM,techsummary_574534.pdf (1175.71 KB),1.0,3348130.0,Tata Steel Limited,INR,"9,909,160",PHEO||PH Circle Bhawanipatna||PH Division Bhawanipatna,2026_PHEO_124198_1,ACEPHD BHPT 66 of 2025-26,Supply of ISI marked centrifugally cast spun ductile iron K7 socket spigot pressure pipes conforming to IS 8329 and its subsequent amendments and ISI marked rubber gaskets IS 5382 for pushon type flexible joints of DI pipes in connection,1,3348617,Electrosteel Castings Limited,19-Jan-2026 05:33 PM,Rejected-AOC,L3,13-May-2026 12:55 PM,Technical,Tender is hereby opened,Subrat Kumar Das,21-Jan-2026 01:22 PM,technical_574534.pdf,Finance,Financial bid is hereby opened,Subrat Kumar Das,22-Jan-2026 05:45 PM,finance_574534.pdf,BOQ Comparative Chart,ACE PHD BHAWANIPATNA,Internal,,Subrat Kumar Das,13-May-2026 12:48 PM,finsummary_574534.pdf (488.12 KB),13-May-2026,"INR 9,909,160",60.0,Subrat Kumar Das,13-May-2026 12:55 PM,DI.pdf (3270.00 KB),Work order issued on dtd 11.02.2026,AOC,05-Jan-2026 02:00 PM,21-Jan-2026 11:30 AM,05-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,05-Jan-2026 02:00 PM ,13-Jan-2026 05:00 PM ,05-Jan-2026 02:00 PM,20-Jan-2026 05:00 PM,22-Jan-2026 05:15 PM,1.0,ICICI BANK,"2,80,421",Yes,percentage,2.0%,Nil,Nil,1.0,DATE CORROGENDUM,Date,,PHEO||PH Circle Bhawanipatna||PH Division Bhawanipatna,ACEPHD BHPT 66 of 2025-26,2026_PHEO_124198_1,Yes,National Competitive Bid,Item Rate,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,RELEVANT DOCUMENTS AS PER DTCN,Supply of ISI marked centrifugally cast spun ductile iron K7 socket spigot pressure pipes conforming to IS 8329 and its subsequent amendments and ISI marked rubber gaskets IS 5382 for pushon type flexible joints of DI pipes in connection,Supply of ISI marked centrifugally cast spun ductile iron K7 socket spigot pressure pipes conforming to IS 8329 and its subsequent amendments and ISI marked rubber gaskets IS 5382 for pushon type flexible joints of DI pipes in connection,RELEVANT DOCUMENTS AS PER DTCN ,NA ,"1,40,21,025",Civil Works - Water Works,NA ,Tender,120.0,60.0,KESIGNA,766012.0,NA ,NA ,NA ,BHAWANIPATNA,No ,No,ADDITIONAL CHIEF ENGINEER PH DIVISION BHAWANIPATNA,BHAWANIPATNA,AOC
,,,,,,,,,,,,,,,,2,3359942,Jai Balaji Industries Limited,20-Jan-2026 11:24 AM,Rejected-AOC,L4,13-May-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,3357311,KEJRIWAL CASTINGS LTD,17-Jan-2026 01:20 PM,Rejected-AOC,L5,13-May-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,3348051,Rashmi Metaliks Limited,20-Jan-2026 10:06 AM,Rejected-AOC,L2,13-May-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,3346327,Rungta Mines Limited,20-Jan-2026 12:04 PM,Rejected-AOC,L6,13-May-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,3348130,Tata Steel Limited,20-Jan-2026 04:25 PM,Accepted-AOC,L1,13-May-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
