Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,5 bids opened successfully,Lipsa Parida,20-Feb-2026 12:16 PM,finance_579967.pdf,BOQ Comparative Chart,11-May-2026,"INR 2,789,747",75.0,Lipsa Parida,11-May-2026 04:31 PM,WO_69_11.pdf (468.00 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_125679_11,BMC-EE-Tender Cell-69/2025-26 Dt. 06.02.2026,Improvement of road from Lokanath Temple to LIG-113 Green Garbage Road at Nandan Vihar in Ward No. 02,1.0,3400784.0,J N INFRASTRUCTURE PRIVATE LIMITED,INR,"2,789,747",1,3400784,J N INFRASTRUCTURE PRIVATE LIMITED,18-Feb-2026 06:27 PM,Accepted-AOC,L1 bidder,11-May-2026 04:32 PM,City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONI,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-May-2026 04:22 PM,techsummary_579967.pdf (806.91 KB),City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONI,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,11-May-2026 04:26 PM,finsummary_579967.pdf (806.91 KB),AOC,1.0,ICICI BANK,"25,500",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,09-Feb-2026 10:30 AM,20-Feb-2026 11:00 AM,09-Feb-2026 10:30 AM,19-Feb-2026 05:00 PM,09-Feb-2026 10:30 AM ,13-Feb-2026 01:30 PM ,09-Feb-2026 10:30 AM,19-Feb-2026 05:00 PM,"Executive Engineer,Central Tender Cell","Central Tender Cell,UG Floor,ICOMC Tower,Satya Nagar",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-69/2025-26 Dt. 06.02.2026,2026_ORULB_125679_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement of road from Lokanath Temple to LIG-113 Green Garbage Road at Nandan Vihar in Ward No. 02,Improvement of road from Lokanath Temple to LIG-113 Green Garbage Road at Nandan Vihar in Ward No. 02,Please refer Tender documents. ,NA ,"25,42,143",Civil Works - Roads,NA ,Tender,120.0,75.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell,UG Floor,ICOMC Tower,Satya Nagar ",13-Feb-2026 04:00 PM ,"Central Tender Cell,BMC",No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,3404152,RASHMI RANJAN MAHUNTA,19-Feb-2026 02:43 PM,Rejected-Finance,Rejected,11-May-2026 04:26 PM,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,3402255,SAMBIT KUMAR PRADHAN,18-Feb-2026 01:43 PM,Rejected-Finance,Rejected,11-May-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3404230,SANTANU KUMAR JENA,19-Feb-2026 02:22 PM,Rejected-Finance,Rejected,11-May-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,3400961,SATYABRATA SWAIN,17-Feb-2026 04:45 PM,Rejected-Finance,Rejected,11-May-2026 04:26 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
