Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
06-Apr-2026,"INR 775,972.99",60.0,Manash Kumar Pradhan,11-May-2026 09:33 AM,dalkinalla1.pdf (648.00 KB),1,3409900,ANITA RANI GIRI,24-Feb-2026 03:31 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Jashipur",2026_CEMIB_125977_12,SE 10/MID JSP/2025-26,Improvement to Dalki nalla-I Check Dam over Dalki nalla village Dalki in Bijatala Block of Mayurbhanj District under Impt to Check Dam scheme for the year 2025-26.,1.0,3411112.0,PRAMOD KUMAR PARIDA,INR,"775,972.99",Finance,All 14 bidders are admitted.,Manash Kumar Pradhan,20-Mar-2026 12:39 PM,,BOQ Comparative Chart,Er. Manash Kumar Pradhan,Internal,,Manash Kumar Pradhan,24-Mar-2026 10:21 AM,finsummary_581170.pdf (1707.62 KB),Er. Manash Kumar Pradhan,Internal,,Manash Kumar Pradhan,20-Mar-2026 01:09 PM,techsummary_581170.pdf (1707.62 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GSTIN,PAN,Affidavit, No litigation, No Relation Certificate and necessary documents as per DTCN","SE M.I. Division, Jashipur","O/o the SE M.I. Division, Jashipur",Improvement to Dalki nalla-I Check Dam over Dalki nalla village Dalki in Bijatala Block of Mayurbhanj District under Impt to Check Dam scheme for the year 2025-26.,Improvement to Dalki nalla-I Check Dam over Dalki nalla village Dalki in Bijatala Block of Mayurbhanj District under Impt to Check Dam scheme for the year 2025-26.,D and C ,NA ,"7,79,872",Civil Works - Others,Imp. to Check Dam ,Tender,90.0,60.0,Bijatala,757048.0,NA ,NA ,NA ,"O/o the SE M.I. Division, Jashipur",No ,No,1.0,ICICI BANK,17-Feb-2026 10:00 AM,27-Feb-2026 11:00 AM,17-Feb-2026 10:00 AM,26-Feb-2026 05:00 PM,17-Feb-2026 10:00 AM ,26-Feb-2026 05:00 PM ,17-Feb-2026 10:00 AM,26-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Jashipur",SE 10/MID JSP/2025-26,2026_CEMIB_125977_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,800",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,3411425,ANJANA KUMARI MOHANTA,25-Feb-2026 04:05 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3412611,BHAGIRATHI BEHERA,26-Feb-2026 01:14 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3413063,JAYANTA KUMAR ACHARYA,26-Feb-2026 04:45 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3412155,LALTU MOHANTA,26-Feb-2026 08:32 AM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3413001,MALAY KUMAR MARNDI,26-Feb-2026 04:05 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3410067,NUACHAND MOHANTA,24-Feb-2026 04:05 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3411112,PRAMOD KUMAR PARIDA,25-Feb-2026 01:32 PM,Accepted-AOC,Lottery Winner,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3408863,PRINCE SINGH DHANJAL,23-Feb-2026 07:39 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3413053,RAMU MAJHI,26-Feb-2026 04:42 PM,Rejected-AOC,Unsuccessful in Lottery,11-May-2026 09:34 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
