Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
08-May-2026,"INR 1,649,380",90.0,RASHMI REKHA SHARMA,08-May-2026 04:37 PM,AOC.pdf (2576.00 KB),IGST EXTRA AS APPLICABLE .,MANAGING DIRECTOR,Internal,"DIRECTOR MECH. , GM HO CIVIL , GM HO MECHANICAL , FA AND CAO DOWR , FA AND CAO OCC LTD.",RASHMI REKHA SHARMA,08-May-2026 04:26 PM,finsummary_583509.pdf (23.87 KB),1,3424730,ANNAPURNA ENGINEERING WORKS,09-Mar-2026 07:54 PM,Rejected-Finance,L3 BIDDER,08-May-2026 04:26 PM,Technical,Technical bid opened successfully .,RASHMI REKHA SHARMA,11-Mar-2026 11:54 AM,,Finance,BID OPENED SUCCESSFULLY.,RASHMI REKHA SHARMA,15-Apr-2026 06:03 PM,,BOQ Comparative Chart,ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,2026_OCCL_126742_1,e-Procurement Notice No. 62/OCCL/2025-26(on-line),e-Procurement Notice No. 62/OCCL/2025-26(on-line),1.0,3424139.0,MECHANICO (INDIA),INR,"1,649,380",MANAGING DIRECTOR,Internal,"DIRECTOR (MECHANICAL) , FA AND CAO ,OCCL , GM CIVIL HO , GM MECH. HO",DEBI PRASAD PATTNAYAK,08-Apr-2026 06:13 PM,09-Apr-2026 12:00 PM,techsummary_583509.pdf (485.97 KB),AOC,"General Manager (M), Central Workshop, OCC Ltd.","Central Workshop, OCC Ltd., Rasulgarh, BBSR",1.0,ICICI BANK,e-Procurement Notice No. 62/OCCL/2025-26(on-line),"Supply of Wire Rope drum ,Rope Clamp,Bronze Bush ,Drum Gear , Second Gear , First Pinion , Second Pinion in finished machining condition for 10T Rope Drum Hoist to operate 8300mm x 2000mm Barrage Bay gates for Integrated Chheligarh Irr. Project.",Please refer Tender documents. ,NA ,,Miscellaneous Goods,CASTING ,Tender,120.0,90.0,"Central Workshop, OCC Ltd., Rasulgarh, BBSR",751010.0,"Central Workshop, OCC Ltd., Rasulgarh, BBSR ","Chamber of General Manager(M),Central Workshop, OCC Ltd., Rasulgarh, BBSR ",05-Mar-2026 11:30 AM ,"Central Workshop, OCC Ltd., Rasulgarh, BBSR",No ,No,"7,080",Nil,Nil,No,"23,000",No,fixed,,Nil,Nil,ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,e-Procurement Notice No. 62/OCCL/2025-26(on-line),2026_OCCL_126742_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,28-Feb-2026 10:00 AM,11-Mar-2026 11:30 AM,28-Feb-2026 10:00 AM,10-Mar-2026 05:00 PM,28-Feb-2026 10:00 AM ,05-Mar-2026 10:00 AM ,28-Feb-2026 10:00 AM,10-Mar-2026 05:00 PM,09-Apr-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,VALID MANUFACTURER /TRADER/STOCKIEST/SUPPLIER REGISTRATION CERT. ETC.",AOC
,,,,,,,,,,,,,2,3423127,CHITRA INDUSTRIES,08-Mar-2026 01:45 PM,Rejected-Finance,L2 BIDDER,08-May-2026 04:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AS PER DTCN,AOC
,,,,,,,,,,,,,3,3424139,MECHANICO (INDIA),09-Mar-2026 01:15 PM,Accepted-AOC,L1 BIDDER,08-May-2026 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
