S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3456818.0,AMIN BARISAL,INR,"7,254,640",Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_127563_5,BMC-EE-Tender Cell-88/2025-26 dt. 24.03.2026,"Annual Maintenance, cleaning of water stretch and R and B Drain (Division- IV) under BMC for 2026-27",Technical,7 bids opened successfully,Lipsa Parida,23-Apr-2026 10:33 AM,technical_586213.pdf,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,26-May-2026 12:54 PM,finsummary_586213.pdf (623.50 KB),1.0,Tender Revocation,Tender Revocation,22-Apr-2026 06:06 PM,Corrigendum_revoke.pdf ,175.72,Technical Opening,City Engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,23-Apr-2026 10:57 AM,23-Apr-2026 12:00 PM,techsummary_586213.pdf (205.47 KB),Finance,6 bids opened successfully,Lipsa Parida,23-Apr-2026 12:48 PM,finance_586213.pdf,BOQ Comparative Chart,1,3456580,ABHISHEK KARTIK RAY,17-Apr-2026 01:44 PM,Rejected-Technical,Technically Disqualified,23-Apr-2026 10:57 AM,26-May-2026,"INR 7,254,640",365.0,Lipsa Parida,26-May-2026 12:56 PM,wo_63_26_sl5.pdf (1527.00 KB),AOC,1.0,Corrigendum-2,Other,,"Executive Engineer,Central Tender Cell","Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar","10,000",0.0,Nil,Nil,No,"1,13,900",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-88/2025-26 dt. 24.03.2026,2026_ORULB_127563_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Annual Maintenance, cleaning of water stretch and R and B Drain (Division- IV) under BMC for 2026-27","Annual Maintenance, cleaning of water stretch and R and B Drain (Division- IV) under BMC for 2026-27",Please refer Tender documents. ,NA ,"1,13,85,186",Civil Works - Others,NA ,Tender,120.0,365.0,BMC AREA,751022.0,"Office chamber of the EE,Central Tender Cell ","Central Tender Cell, UG Floor, ICOMC Tower, Satya Nagar ",07-Apr-2026 03:30 PM ,"Central Tender Cell,BMC",No ,No,30-Mar-2026 10:30 AM,18-Apr-2026 11:00 AM,30-Mar-2026 10:30 AM,17-Apr-2026 05:00 PM,30-Mar-2026 10:30 AM ,07-Apr-2026 01:00 PM ,30-Mar-2026 10:30 AM,17-Apr-2026 05:00 PM,23-Apr-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3456818,AMIN BARISAL,17-Apr-2026 03:43 PM,Accepted-AOC,1st lowest,26-May-2026 12:56 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3456742,KRUSHNA CHANDRA MOHANTY,17-Apr-2026 03:01 PM,Rejected-Finance,other than 1st lowest,26-May-2026 12:54 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3456647,M/s Gyanish Enterprises,17-Apr-2026 02:08 PM,Rejected-Finance,other than 1st lowest,26-May-2026 12:54 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3456584,M/S OMM SAI ASSOCIATES,17-Apr-2026 02:18 PM,Rejected-Finance,other than 1st lowest,26-May-2026 12:54 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3456024,PRAKASH CHANDRA PANDA,17-Apr-2026 11:49 AM,Rejected-Finance,other than 1st lowest,26-May-2026 12:54 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3456821,SUSANTA KUMAR PATRA,17-Apr-2026 04:13 PM,Rejected-Finance,other than 1st lowest,26-May-2026 12:54 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
