Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,bid opning summary,Ashok Kumar Das,21-Feb-2026 12:16 PM,finance_580952.pdf,BOQ Comparative Chart,02-May-2026,"INR 649,491",30.0,Dhanraj Hanumant Dhamdhere,02-May-2026 02:46 PM,27WO.pdf (331.00 KB),Work Order issued,1.0,3404765.0,RAJENDRA NARAYAN SETHY,INR,"649,491",Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,2026_DFOKJ_125883_28,FEnCC-DFO (T)- KJR-05/2025-26,Digging of Waterbody at Patubahali inside Atei RF of Ghatgaon Range under OMBADC (DPR 2023-24),1,3399852,ANNAPURNA ROUT,19-Feb-2026 08:59 AM,Rejected-Technical,DisQualified,02-May-2026 02:36 PM,"Dhanraj HD, IFS",Internal,"Jyotirmaya suar, Jr Asst, Narayan Panda, Head Clerk, Ashok Ku Das, ACF, sudipta Panda, ACF",Dhanraj Hanumant Dhamdhere,02-May-2026 02:36 PM,techsummary_580952.pdf (628.28 KB),"Dhanraj HD, IFS",Internal,"Jyotirmaya suar, Jr Asst, Narayan Panda, Head Clerk, Ashok Ku Das, ACF, sudipta Panda, ACF",Dhanraj Hanumant Dhamdhere,02-May-2026 02:39 PM,finsummary_580952.pdf (274.60 KB),AOC,Digging of Waterbody at Patubahali inside Atei RF of Ghatgaon Range under OMBADC (DPR 2023-24),Digging of Waterbody at Patubahali inside Atei RF of Ghatgaon Range under OMBADC (DPR 2023-24),Please refer Tender documents. ,NA ,"7,98,282",Civil Works - Water Works,NA ,Tender,90.0,30.0,Atei RF Ghatagaon,758027.0,NA ,NA ,NA ,Keonjhar,No ,No,"8,000",Yes,fixed,,Nil,Nil,12-Feb-2026 11:00 AM,21-Feb-2026 10:00 AM,12-Feb-2026 11:00 AM,20-Feb-2026 05:00 PM,12-Feb-2026 11:00 AM ,20-Feb-2026 05:00 PM ,12-Feb-2026 11:00 AM,20-Feb-2026 05:00 PM,"Divisional Forest Officer, Keonjhar Division","Office of the Divisional Forest Officer, Po-dist-Keonjhar-758001",Forest Environment and Climate Change Department||RCCF Rourkela||DFO Keonjhar,FEnCC-DFO (T)- KJR-05/2025-26,2026_DFOKJ_125883_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST, PAN, Payment details and Other documents as per DTCN","4,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3403792,BIJAY KUMAR SAHOO,19-Feb-2026 12:28 PM,Rejected-Finance,disqualified,02-May-2026 02:39 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3400684,BISHNUPRASAD JENA,18-Feb-2026 09:20 PM,Rejected-Finance,disqualified,02-May-2026 02:39 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3405716,LIMA MANGAL,20-Feb-2026 02:56 PM,Rejected-Finance,disqualified,02-May-2026 02:39 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3405936,NANDA KISHORE MAHANTA,20-Feb-2026 04:36 PM,Rejected-AOC,not accepted,02-May-2026 02:46 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3404765,RAJENDRA NARAYAN SETHY,19-Feb-2026 05:20 PM,Accepted-AOC,Accepted,02-May-2026 02:46 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3403243,SAROJINI JENA,20-Feb-2026 02:47 PM,Rejected-Finance,disqualified,02-May-2026 02:39 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,3405904,SRI RAMA CHANDRA ROUT,20-Feb-2026 04:15 PM,Rejected-Finance,disqualified,02-May-2026 02:39 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
