Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Superintending Engineer,Internal,"Superintending Engineer, Assistant Executive Engineer, Assistant Engineer Estr., Divisional Accountant Officer",BALABHADRA GANJHU,18-Mar-2026 02:10 PM,19-Mar-2026 11:00 AM,techsummary_582376.pdf (686.57 KB),Finance,Tender Opened,BALABHADRA GANJHU,28-May-2026 05:37 PM,finance_582376.pdf,BOQ Comparative Chart,29-May-2026,"INR 4,442,841.9",120.0,Nihar Ranjan Behera,28-May-2026 06:08 PM,SA.pdf (392.00 KB),1,3423570,ASHOK KUMAR HALDAR,09-Mar-2026 01:11 PM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,1.0,3423525.0,HEMANTA MASID (s.c),INR,"4,442,841.9",Technical,Tender Opened,BALABHADRA GANJHU,18-Mar-2026 02:04 PM,technical_582376.pdf,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",2026_CEMIB_126431_1,SEMIDMKG-11/2025-26,Construction of Siripeta Check Dam in Khairput Block,Superintending Engineer,Internal,"Superintending Engineer, Divisional Accountant, Asst. Executive Engineer, Asst. Engineer Estimator",BALABHADRA GANJHU,28-May-2026 05:50 PM,finsummary_582376.pdf (307.14 KB),AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Pan Card, Active GSTIN, Valid License, Affidavit, Under taking regarding No-Relationship",23-Feb-2026 10:00 AM,10-Mar-2026 11:00 AM,23-Feb-2026 10:00 AM,09-Mar-2026 05:00 PM,23-Feb-2026 10:00 AM ,07-Mar-2026 05:00 PM ,23-Feb-2026 10:00 AM,09-Mar-2026 05:00 PM,19-Mar-2026 11:00 AM,Superintending Engineer,"O/O the SE, M.I. Division, Malkangiri","72,800",Yes,fixed,,Nil,Nil,Construction of Siripeta Check Dam in Khairput Block,Construction of Siripeta Check Dam in Khairput Block of Malkangiri District under MATY 3.0 Scheme for the year 2025-26.,Refer DTCN ,NA ,"72,71,427",Civil Works - Water Works,NA ,Tender,90.0,120.0,Siripeta,764046.0,NA ,NA ,NA ,"O/O the SE, M.I. Division, Malkangiri",No ,No,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Malkangir",SEMIDMKG-11/2025-26,2026_CEMIB_126431_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3423525,HEMANTA MASID (s.c),08-Mar-2026 08:58 PM,Accepted-AOC,Agreement Drawn.,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,3,3411653,LAXMAN KARTAMI,26-Feb-2026 10:56 AM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3424492,Pankaj Mandal,09-Mar-2026 03:30 PM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3424625,PRASANTA KUMAR BISWAS,09-Mar-2026 04:56 PM,Rejected-Technical,Not Qualified,18-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3422499,PUSPARAJU GOPAL,07-Mar-2026 01:28 PM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3423655,RATAN BISHWAS,09-Mar-2026 08:58 AM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3422759,SATADAL MANDAL,07-Mar-2026 04:48 PM,Rejected-Technical,Not Qualified,18-Mar-2026 02:10 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3423395,SUJIT NAYAK,08-Mar-2026 09:14 PM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3424424,Urdhab Sethi,09-Mar-2026 03:13 PM,Rejected-AOC,Not Qualified,28-May-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
