Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R H.L bridge over river Salandi on R.D.road to Naripur road for the Year 2025-26,Repairs of Roads,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"19,48,894",Civil Works - Roads,NA ,Tender,90.0,15.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/OtheSuperintendingEngineer,R.W.Division,Bhadrak",No ,No,"6,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN 19 of 2025-26,2026_CERWI_126437_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak","19,489",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,23-Feb-2026 12:00 PM,02-Mar-2026 02:00 PM,23-Feb-2026 12:00 PM,02-Mar-2026 12:00 PM,23-Feb-2026 12:00 PM ,02-Mar-2026 11:00 AM ,23-Feb-2026 12:00 PM,02-Mar-2026 12:00 PM,AOC,Executive Engineer,Internal,,Ganesh Chandra Hembram,18-May-2026 01:58 PM,finsummary_582463.pdf (131.63 KB),Executive Engineer,Internal,,Ganesh Chandra Hembram,18-May-2026 10:13 AM,techsummary_582463.pdf (131.63 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2026_CERWI_126437_11,TCN 19 of 2025-26,S/R H.L bridge over river Salandi on R.D.road to Naripur road for the Year 2025-26,1.0,3413740.0,JANAKILATA SAHOO,INR,"1,656,755",1,3415211,BIREN PUHAN,01-Mar-2026 12:08 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,22-May-2026,"INR 1,656,755",15.0,Ganesh Chandra Hembram,22-May-2026 01:48 PM,1821.pdf (584.00 KB),Finance,Total 15 nos Bidder,Ganesh Chandra Hembram,15-May-2026 12:27 PM,finance_582463.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.pdf,DTCN,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3414922,Ganesh Chandra Bharati,28-Feb-2026 07:29 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3415745,GITA RANI SAHOO,02-Mar-2026 02:12 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Corrigendum,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3415849,Gobinda Chandra Sahoo,02-Mar-2026 10:19 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3410599,HITESH KUMAR PRUSTY,24-Feb-2026 11:17 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3415508,JAGABANDHU JENA,01-Mar-2026 07:28 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3413740,JANAKILATA SAHOO,27-Feb-2026 11:32 AM,Accepted-AOC,successful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3414861,KALINGA GOURAV DAS,28-Feb-2026 06:25 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3416070,Narendra Kumar Sethy,02-Mar-2026 11:54 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3415963,PABITRA JENA,02-Mar-2026 11:14 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,22-May-2026 01:49 PM,,,,,,,,,,,,,AOC
