Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Admitted,DEBADATTA MOHANTY,18-Feb-2026 12:37 PM,,BOQ Comparative Chart,11-May-2026,"INR 1,460,783",180.0,Sonamika Ray,11-May-2026 07:02 PM,WorkorderLalitapatapur.pdf (499.00 KB),OPEPA Bhubaneswar||Samagra Shiksha Khordha,2026_OPEPA_125406_16,02/CW/SS/2025-26,"Construction of One no. Additional Classroom at Govt. Upper Primary School Lalitapatapur, Tangi",1.0,3399671.0,MONALISA SAHOO,INR,"1,460,783",1,3399367,GOLAK BIHARI PATTANAIK,16-Feb-2026 05:21 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,DPC Khordha,Internal,,Sonamika Ray,11-May-2026 06:59 PM,techsummary_578961.pdf (538.27 KB),DPC Khordha,Internal,,Sonamika Ray,11-May-2026 07:01 PM,finsummary_578961.pdf (538.28 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,OPEPA Bhubaneswar||Samagra Shiksha Khordha,02/CW/SS/2025-26,2026_OPEPA_125406_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,04-Feb-2026 03:00 PM,18-Feb-2026 11:00 AM,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,04-Feb-2026 03:00 PM ,16-Feb-2026 05:00 PM ,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,1.0,ICICI BANK,"14,608",Yes,percentage,1.0%,Nil,Nil,"Construction of One no. Additional Classroom at Govt. Upper Primary School Lalitapatapur, Tangi","Construction of One no. Additional Classroom at Govt. Upper Primary School Lalitapatapur, Tangi",Please refer Tender documents. ,NA ,"14,60,783",Civil Works - Buildings,NA ,Tender,90.0,180.0,DPO Khurdha,752055.0,NA ,NA ,NA ,DPO Khurdha,No ,No,DPC Khurdha,DPO Khurdha,"6,000",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,2,3400555,GUNA CHANDRA BEHERA,17-Feb-2026 02:05 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,3399671,MONALISA SAHOO,16-Feb-2026 06:42 PM,Accepted-AOC,L1,11-May-2026 07:02 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3400317,PALISHREE SAMANTARAY,17-Feb-2026 12:35 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,3398291,PURNA CHANDRA BEHERA,16-Feb-2026 01:02 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,3400690,PURNIMA PARIDA,17-Feb-2026 03:35 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,7,3399676,SUNITA LENKA,16-Feb-2026 06:46 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,8,3400815,SUNITA ROY,17-Feb-2026 03:52 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,9,3395310,UMA PRASAD PRADHAN,13-Feb-2026 06:26 PM,Rejected-Technical,Rejected,11-May-2026 06:59 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
