Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
31-Oct-2025 06:00 PM,15-Nov-2025 11:00 AM,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,31-Oct-2025 06:00 PM ,13-Nov-2025 05:00 PM ,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,"4,240",Yes,fixed,,Nil,Nil,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh",1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","2,000",0.0,Nil,Nil,No,Special Repair of E type Qtr at Saintala for the year 2025-26,Special Repair of E type Qtr at Saintala for the year 2025-26,Please refer Tender documents. ,NA ,"4,24,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-07/2025-26,2025_CERWI_120441_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120441_4,EEPTNG-online-07/2025-26,Special Repair of E type Qtr at Saintala for the year 2025-26,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Manik Kumbhar,23-Dec-2025 01:40 PM,finsummary_560495.pdf (469.82 KB),Finance,14 nos bid opened,Manik Kumbhar,27-Nov-2025 07:20 PM,finance_560495.pdf,BOQ Comparative Chart,1.0,3222225.0,BARNANA DEO,INR,"360,083",07-May-2026,"INR 360,083",60.0,Manik Kumbhar,07-May-2026 05:47 PM,5851.pdf (1063.00 KB),1,3220129,ABHISHEK SARAF,14-Nov-2025 10:06 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Manik Kumbhar,23-Dec-2025 01:36 PM,techsummary_560495.pdf (469.82 KB),AOC
,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3194211,ARYA INFRASTRCTURE,07-Nov-2025 03:38 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3222225,BARNANA DEO,14-Nov-2025 09:11 AM,Accepted-AOC,Successful bidder,07-May-2026 05:48 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3224520,BIRENDRA SETH,14-Nov-2025 01:47 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3215806,DHANANJAYA PADHAN,13-Nov-2025 05:40 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3217148,DILIP KUMAR SAHOO,12-Nov-2025 07:40 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3222825,DOSALIN MISHRA,13-Nov-2025 09:14 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3225332,HARI SHANKAR AGRAWAL,14-Nov-2025 04:34 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3192643,HRUDANANDA RAJPALIA,07-Nov-2025 11:36 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3221535,LOKANATH MAJHI,13-Nov-2025 09:22 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:40 PM,,,,,,,AOC
