Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
CE RW I||RWCIRCLE-BALANGIR,2025_CERWI_120356_22,BLGR-Online-28/2025-26,Construction of Road from Barbahal to Dorumunda road in the district of Bolangir under MMSY-CMRL for the year 2025-26,1.0,3231463.0,SAMEERKANTA PANDA,INR,"20,436,651",1,3227113,BAJRANGLAL JAIN,17-Nov-2025 10:20 PM,Rejected-Finance,L-2,11-May-2026 01:13 PM,11-May-2026,"INR 20,436,651",270.0,Sukadev Mahali,11-May-2026 01:15 PM,cs.pdf (363.00 KB),L-1,1.0,Corrigendum,Tender revocation,08-Apr-2026 04:47 PM,Rev_Dorumunda28.pdf ,493.34,Technical Opening,S Mahali,Internal,,Sukadev Mahali,11-May-2026 01:13 PM,finsummary_562028.pdf (362.82 KB),Technical,5 nos bids opened,Sukadev Mahali,08-Apr-2026 05:12 PM,technical_562028.pdf,S Mahali,Internal,,Sukadev Mahali,08-Apr-2026 05:19 PM,08-Apr-2026 05:20 PM,techsummary_562028.pdf (509.04 KB),Finance,financial bids are opned,Sunita Kumari Jena,08-Apr-2026 05:50 PM,finance_562028.pdf,BOQ Comparative Chart,AOC,05-Nov-2025 01:20 PM,20-Nov-2025 11:00 AM,05-Nov-2025 01:20 PM,18-Nov-2025 05:00 PM,05-Nov-2025 01:20 PM ,17-Nov-2025 05:00 PM ,05-Nov-2025 01:20 PM,18-Nov-2025 05:00 PM,08-Apr-2026 05:20 PM,"1,94,650",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate",1.0,ICICI BANK,CE RW I||RWCIRCLE-BALANGIR,BLGR-Online-28/2025-26,2025_CERWI_120356_22,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Construction of Road from Barbahal to Dorumunda road in the district of Bolangir under MMSY-CMRL for the year 2025-26,Construction of Road from Barbahal to Dorumunda road in the district of Bolangir under MMSY-CMRL for the year 2025-26,Please refer Tender documents. ,NA ,"1,94,65,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o C.C.E, R.W.Circle, Bolangir",No ,No,1.0,2nd Corrigendum,Date,,"Chief Construction Engineer, R.W.Circle, Bolangir","O/o Chief Construction Engineer, R.W.Circle, Bolangir",AOC
,,,,,,,,,2,3231463,SAMEERKANTA PANDA,17-Nov-2025 06:57 PM,Accepted-AOC,L-1,11-May-2026 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,"Annual Turn Over, Similar Nature of Work, Machinaries and others documents as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3235029,SAMIR KUMAR MEHER,18-Nov-2025 02:43 PM,Rejected-Technical,Not willing to extend bid validity,08-Apr-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3233792,SRI PURNADA NAND MOHANTY,18-Nov-2025 02:23 PM,Rejected-Technical,Not willing to extend bid validity,08-Apr-2026 05:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3227364,TARA INFRA WORKS,17-Nov-2025 11:05 PM,Rejected-Finance,L-3,11-May-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
