Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
S/R to 13C Minabazar to touch Pankapal Garei Road for the year 2025-26,S/R to 13C Minabazar to touch Pankapal Garei Road for the year 2025-26,Please refer Tender documents. ,NA ,"9,65,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"4,000",0.0,Nil,Nil,No,"O/O the Suptd. Engineer, R. W. Division,","O/O the Suptd. Engineer, R. W. Division,",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert, No Relation and affidavit towards Correctness Certificate",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 04 of 2025-26,2025_CERWI_119523_62,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,650",Yes,fixed,,Nil,Nil,16-Oct-2025 02:00 PM,29-Oct-2025 11:00 AM,16-Oct-2025 04:00 PM,28-Oct-2025 05:00 PM,16-Oct-2025 04:00 PM ,24-Oct-2025 03:00 PM ,16-Oct-2025 04:00 PM,28-Oct-2025 05:00 PM,1.0,ICICI BANK,AOC,eerwd,Internal,,Dipika Majhi,02-Dec-2025 11:28 AM,techsummary_556435.pdf (742.84 KB),eerwd,Internal,,Dipika Majhi,06-May-2026 02:56 PM,finsummary_556435.pdf (742.84 KB),Finance,Summar,Dipika Majhi,02-Dec-2025 11:21 AM,finance_556435.pdf,BOQ Comparative Chart,1,3161846,AJAYA KUMAR MOHAPATRA,28-Oct-2025 07:41 AM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_119523_62,Tender Online - 04 of 2025-26,S/R to 13C Minabazar to touch Pankapal Garei Road for the year 2025-26,1.0,3161770.0,GAURANG CHARAN SWAIN,INR,"812,044",12-May-2026,"INR 812,044",30.0,Dipika Majhi,12-May-2026 01:22 PM,8362.pdf (2522.00 KB),AoC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,3163137,AMARESH SWAIN,28-Oct-2025 01:21 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3160994,BAIDYANATH DAS,27-Oct-2025 07:27 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3135196,BISWARANJAN SAHOO,22-Oct-2025 02:14 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3155783,BISWA RANJAN SWAIN,26-Oct-2025 08:35 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3153871,DEEPAK DAS,26-Oct-2025 12:29 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3161770,GAURANG CHARAN SWAIN,27-Oct-2025 11:48 PM,Accepted-AOC,L1 bidder,12-May-2026 01:22 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3162187,MANAS RANJAN NAYAK,28-Oct-2025 12:26 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3140857,NIRUPAMA BEHERA,21-Oct-2025 07:39 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3142939,PARAMANANDA JENA,22-Oct-2025 02:43 PM,Rejected-Technical,L2 bidder,02-Dec-2025 11:28 AM,,,,,,,,,,,,,,,,,AOC
