Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
SERWD Rairangpur,SERWD Rairangpur,19-Jan-2026 06:00 PM,28-Jan-2026 11:30 AM,19-Jan-2026 06:00 PM,27-Jan-2026 05:00 PM,19-Jan-2026 06:00 PM ,24-Jan-2026 05:00 PM ,19-Jan-2026 06:00 PM,27-Jan-2026 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSIIn Affidavit etc as per DTCN,"4,000",0.0,Nil,Nil,No,"8,470",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RWDRRP-22/25-26,2026_CERWI_124797_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Special repair of Ramgarh to Kendua Road for the year 2025-26 (CC),Special repair of Ramgarh to Kendua Road for the year 2025-26 (CC),Please refer Tender documents. ,NA ,"8,47,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Rairangpur,757043.0,NA ,NA ,NA ,SERWD Rairangpur,No ,No,AOC,Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,13-May-2026 08:54 AM,techsummary_576717.pdf (357.27 KB),Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,13-May-2026 08:57 AM,finsummary_576717.pdf (357.27 KB),Finance,open,Sanjeet Kumar Naik,13-May-2026 08:52 AM,finance_576717.pdf,BOQ Comparative Chart,13-May-2026,"INR 590,290",30.0,Sanjeet Kumar Naik,13-May-2026 08:58 AM,1977.pdf (357.00 KB),1,3368645,LINGARAJ SETHI,27-Jan-2026 03:58 PM,Rejected-AOC,Accepted,13-May-2026 08:58 AM,1.0,3368190.0,RANJITA DAS,INR,"590,290",CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2026_CERWI_124797_11,RWDRRP-22/25-26,Special repair of Ramgarh to Kendua Road for the year 2025-26 (CC),AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3367515,RAMU MAJHI,27-Jan-2026 11:37 AM,Rejected-AOC,Accepted,13-May-2026 08:58 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3368190,RANJITA DAS,27-Jan-2026 03:28 PM,Accepted-AOC,Lottery winner,13-May-2026 08:58 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3368703,SANGRAM KESHORI SOREN,27-Jan-2026 04:07 PM,Rejected-AOC,Accepted,13-May-2026 08:58 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3368487,SATYAJIT BARIK,27-Jan-2026 03:17 PM,Rejected-AOC,Accepted,13-May-2026 08:58 AM,,,,,,,,,,AOC
