Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,12 Bid found,Raju Dhaunlia,11-May-2026 07:54 PM,finance_577823.pdf,BOQ Comparative Chart,11-May-2026,"INR 446,230",30.0,Raju Dhaunlia,11-May-2026 08:03 PM,Kara389.pdf (859.00 KB),389P-I,1,3375793,BATAKRUSHNA BEHERA,01-Feb-2026 07:21 AM,Rejected-Finance,Not won,11-May-2026 08:01 PM,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,2026_CERWI_125096_15,Online AGL-20,RI Office Karnapal,1.0,3376550.0,HILLOL KUMAR JENA,INR,"446,230",EE,Internal,DAO Est,Raju Dhaunlia,11-May-2026 07:57 PM,techsummary_577823.pdf (200.06 KB),EE,Internal,DAO Est,Raju Dhaunlia,11-May-2026 08:01 PM,finsummary_577823.pdf (200.06 KB),AOC,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD Online, RC GST PAN Affidavit regarding correctness No Relation Certificate","3,800",Yes,fixed,,Nil,Nil,1.0,Corrigendum,Date,,1.0,ICICI BANK,"Executive Engineer, R.W.Division, Angul","Executive Engineer, R.W.Division, Angul",RI Office Karnapal,RI Office Karnapal,Please refer Tender documents. ,NA ,"3,79,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Angul,759143.0,NA ,NA ,NA ,"O/O Executive Engineer, R.W.Division, Angul",No ,No,28-Jan-2026 10:00 AM,07-Feb-2026 11:00 AM,28-Jan-2026 10:00 AM,06-Feb-2026 05:00 PM,28-Jan-2026 10:00 AM ,31-Jan-2026 01:00 PM ,28-Jan-2026 10:00 AM,06-Feb-2026 05:00 PM,CE RW I||RWCIRCLE-ANGUL||RW-DIVISION-ANGUL,Online AGL-20,2026_CERWI_125096_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3379760,DANDADHAR BISWAL,04-Feb-2026 01:16 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3383837,Dharmendra Kumar Sahoo,06-Feb-2026 03:22 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3376550,HILLOL KUMAR JENA,02-Feb-2026 10:44 AM,Accepted-AOC,OK,11-May-2026 08:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3383251,MANOJ BEHERA (S.C),06-Feb-2026 01:35 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3376808,NAYANI PRADHAN,02-Feb-2026 12:31 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3377145,PADMA LOCHAN SAHOO,02-Feb-2026 02:31 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3377232,PUSPALATA SAHOO,02-Feb-2026 03:33 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3375815,ROJALIN SAHOO,02-Feb-2026 04:23 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3376979,SUBASH CHANDRA MOHANTY,02-Feb-2026 01:38 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3382995,SUSANTA BEHERA,05-Feb-2026 07:36 PM,Rejected-Finance,Not won,11-May-2026 08:01 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
