Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,21-May-2026 12:16 PM,techsummary_583496.pdf (911.11 KB),1,3417286,CHINMAYA KUMAR PRAHARAJ,06-Mar-2026 02:19 PM,Rejected-AOC,reject due to 2nd lowest,21-May-2026 12:27 PM,21-May-2026,"INR 982,679",30.0,Somanath Tripathy,21-May-2026 12:27 PM,15.pdf (911.00 KB),"Contract awarded to M/s, / Smt, / Sri Sujit Kumar Nahak",1.0,3420888.0,SUJIT KUMAR NAHAK,INR,"982,679",Finance,"2Nos of bidders are participants, Tender under scrutiny.",Somanath Tripathy,11-Mar-2026 01:36 PM,finance_583496.pdf,BOQ Comparative Chart,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,21-May-2026 12:23 PM,finsummary_583496.pdf (911.11 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2026_EICCL_126740_1,SE R and B Divn NoI Bam 65/2025-26,"Comprehensive electrical Maintenance for Res of SP Vigillance building, SP BAM and other residential qtrs building",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE R and B Divn NoI Bam 65/2025-26,2026_EICCL_126740_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,27-Feb-2026 06:00 PM,07-Mar-2026 11:30 AM,27-Feb-2026 06:00 PM,06-Mar-2026 04:00 PM,27-Feb-2026 06:00 PM ,06-Mar-2026 04:00 PM ,27-Feb-2026 06:00 PM,06-Mar-2026 04:00 PM,1,ICICI BANK,"13,300",Yes,fixed,,Nil,Nil,"Comprehensive electrical Maintenance for Res of SP Vigillance building, SP BAM and other residential qtrs building","Comprehensive electrical Maintenance for Res of SP Vigillance building, SP BAM and other residential qtrs building",NA ,NA ,"13,27,945",Electrical Works,NA ,Tender,90.0,30.0,Ganjam,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,AOC
,,,,,,2,3420888,SUJIT KUMAR NAHAK,05-Mar-2026 09:22 PM,Accepted-AOC,Win due to 1st lowest,21-May-2026 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
