Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,CONSTRUCTION OF SHED NEAR OFFICE BUIDING IN WARD NO-07 UNDER DHARMAGARH NAC,CONSTRUCTION OF SHED NEAR OFFICE BUIDING IN WARD NO-07 UNDER DHARMAGARH NAC,Please refer Tender documents. ,NA ,"2,21,186",Civil Works - Roads,NA ,Tender,90.0,NA ,"NAC, DHARMAGARH",766015.0,NA ,NA ,NA ,"NAC,DHARMAGARH",No ,No,Municipal Bodies||Dharmagarh NAC,DHM/03/2025-26,2025_ORULB_122074_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,212",Yes,fixed,,Nil,Nil,04-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,04-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,NA ,NA ,04-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN, GST, Tender paper Cost, EMD and other document as per DTCN","EXECUTIVE OFFICER, NAC DHARMAGARH",Dharmagarh NAC,1.0,ICICI BANK,AOC,04-May-2026,"INR 188,031.04",60.0,Biswambhar Mishra,04-May-2026 09:25 AM,PROCEEDING.pdf (511.00 KB),1,3300717,AISCHARYA GOYAL,17-Dec-2025 10:47 AM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,Ashok Kumar Mohanty,Internal,"Biswambhar Mishra, Sarat Kumar sahoo, Rajib Lochan Podh",Biswambhar Mishra,10-Apr-2026 11:38 AM,techsummary_569269.pdf (511.29 KB),Ashok Kumar Mohanty,External,"Biswambhar Mishra, Sarat Kumar sahoo, Rajib Lochan Podh",Biswambhar Mishra,10-Apr-2026 12:01 PM,finsummary_569269.pdf (511.29 KB),Municipal Bodies||Dharmagarh NAC,2025_ORULB_122074_5,DHM/03/2025-26,CONSTRUCTION OF SHED NEAR OFFICE BUIDING IN WARD NO-07 UNDER DHARMAGARH NAC,1.0,3309609.0,SASMITA MOHANTY,INR,"188,031.04",Finance,summary document,Sarat Kumar Sahoo,10-Apr-2026 10:17 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3294326,CHANCHAL AGRAWAL,11-Dec-2025 02:07 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3310683,DILIP KUMAR MUND,17-Dec-2025 12:31 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3309098,DIPTIMAYEE JENA,17-Dec-2025 11:04 AM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3306638,GAJINDRA PRADHAN,16-Dec-2025 05:19 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3308971,MAHENDRA NAIK,16-Dec-2025 05:37 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3310620,MANAS KUMAR BAG,17-Dec-2025 12:17 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3307718,M/S DEBADATTA PATTNAIK,16-Dec-2025 02:20 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3310662,PRATAP KISHOR NAIK,17-Dec-2025 01:30 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3309568,PRIYANKA PUROHIT,16-Dec-2025 08:59 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3307266,RABINDRA KUMAR PANDA,17-Dec-2025 03:39 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3290576,RASHMI RANJAN JENA,08-Dec-2025 09:23 PM,Rejected-Finance,by the tender committee,10-Apr-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
