S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,"5,880",Yes,percentage,1.0%,Nil,Nil,"S.E R.W Division, Udala","S.E R.W Division, Udala",1.0,Date Corrigendum,Date,,"4,000",0.0,Nil,Nil,No,Repair to Bridge over local Nallah on Sarat to Dugdha Road for the year 2025-26.,Repair to Bridge over local Nallah on Sarat to Dugdha Road for the year 2025-26.,Please refer Tender documents. ,NA ,"5,88,000",Civil Works - Roads,NA ,Tender,90.0,30.0,"SE RW Division, Udala",757041.0,NA ,NA ,NA ,"Office of the S.E R.W Division, Udala",No ,No,29-Jan-2026 06:55 PM,11-Feb-2026 05:30 PM,29-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,29-Jan-2026 06:55 PM ,11-Feb-2026 03:00 PM ,29-Jan-2026 06:55 PM,11-Feb-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,08(Onilne)/RWD/UDALA/2025-26,2026_CERWI_125185_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SE RWD Udala,Internal,,Haripriya Behera,20-May-2026 10:28 AM,finsummary_578230.pdf (321.47 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2026_CERWI_125185_6,08(Onilne)/RWD/UDALA/2025-26,Repair to Bridge over local Nallah on Sarat to Dugdha Road for the year 2025-26.,1.0,3392536.0,BASANTI BEHERA,INR,"411,767.91",Finance,02 Nos of bidders admitted,Haripriya Behera,20-May-2026 10:22 AM,,BOQ Comparative Chart,1,3392536,BASANTI BEHERA,11-Feb-2026 04:23 PM,Accepted-AOC,L1,20-May-2026 10:31 AM,20-May-2026,"INR 411,767.91",30.0,Haripriya Behera,20-May-2026 10:31 AM,TCN08_6A.pdf (576.00 KB),SE RWD Udala,Internal,,Haripriya Behera,20-May-2026 10:25 AM,techsummary_578230.pdf (321.47 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3392307,SUKANTI BINDHANI,11-Feb-2026 01:31 PM,Rejected-AOC,L2,20-May-2026 10:31 AM,,,,,,,,,,,,,AOC
