S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,09-Feb-2026 10:00 AM,19-Feb-2026 11:00 AM,09-Feb-2026 10:00 AM,18-Feb-2026 05:00 PM,NA ,NA ,09-Feb-2026 10:00 AM,18-Feb-2026 05:00 PM,"6,000",0.0,Nil,Nil,No,"15,800",Yes,fixed,,Nil,Nil,Executive Officer,"Executive Officer, Bhadrak Municipality","Construction of crematorium near Sadabrata Matha over Plot No.990, Khata No.1070/83, Mouza-Garadpur in Ward No.26","Construction of crematorium near Sadabrata Matha over Plot No.990, Khata No.1070/83, Mouza-Garadpur in Ward No.26",Please refer Tender documents. ,NA ,"15,76,245",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,Municipal Bodies||Bhadrak Municipality,BM-BDK-07-2025-26,2026_ORULB_125568_40,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",AOC,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,26-May-2026 08:53 PM,techsummary_580204.pdf (240.28 KB),Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,26-May-2026 08:55 PM,finsummary_580204.pdf (240.28 KB),Finance,ok,Sourav Chakrabarty,20-Feb-2026 04:36 PM,,BOQ Comparative Chart,1.0,3399264.0,Niranjan Singh,INR,"1,289,368",Municipal Bodies||Bhadrak Municipality,2026_ORULB_125568_40,BM-BDK-07-2025-26,"Construction of crematorium near Sadabrata Matha over Plot No.990, Khata No.1070/83, Mouza-Garadpur in Ward No.26",1,3402656,Dillip Kumar Sethy,18-Feb-2026 04:09 PM,Rejected-AOC,Quoted second lowest,26-May-2026 08:57 PM,26-May-2026,"INR 1,289,368",90.0,Sourav Chakrabarty,26-May-2026 08:57 PM,40.pdf (1150.00 KB),work order issued,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3401868,Lipak Kumar Muduli,18-Feb-2026 12:03 PM,Rejected-AOC,Quoted third lowest,26-May-2026 08:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3399264,Niranjan Singh,16-Feb-2026 04:30 PM,Accepted-AOC,Quoted first lowest,26-May-2026 08:57 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3402190,Sibu Jena,18-Feb-2026 01:47 PM,Rejected-AOC,Quoted second lowest,26-May-2026 08:57 PM,,,,,,,,AOC
