Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,"8 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,02-Jan-2026 12:37 PM,finance_571007.pdf,BOQ Comparative Chart,Municipal Bodies||Puri Municipality,2025_ORULB_122921_12,P.M. 05/2025-26,Construction of CC Road and Drain from Pandu Nursingha temple to Krushna Kali Sports Club in ward No-06,1.0,3331371.0,SRIDHAR SAHOO,INR,"414,320.43",1,3333348,BUDHANATH BEJA,28-Dec-2025 12:22 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,04-May-2026,"INR 414,320.43",45.0,Jayanta Kumar Maitra,04-May-2026 05:48 PM,ProceedingPMNo05Year25And26.pdf (9079.00 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,04-May-2026 05:34 PM,techsummary_571007.pdf (9079.00 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,04-May-2026 05:45 PM,finsummary_571007.pdf (9079.00 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF AND AFFIDAVIT and Others AS PER DTCN","2,000",0.0,Nil,Nil,No,16-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,"4,874",Yes,fixed,,Nil,Nil,Construction of CC Road and Drain from Pandu Nursingha temple to Krushna Kali Sports Club in ward No-06,CIVIL,Please refer Tender documents. ,NA ,"4,87,378",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,1.0,ICICI BANK,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,Municipal Bodies||Puri Municipality,P.M. 05/2025-26,2025_ORULB_122921_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,3329424,DEBASIS PATTANAIK,27-Dec-2025 04:56 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3330488,DHARANIDHAR BEHERA,26-Dec-2025 06:33 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3327523,RAKESH BISWAL,25-Dec-2025 03:54 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3332834,SANGEETA NAYAK,28-Dec-2025 08:42 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3333012,SOUMYA RANJAN DAS,28-Dec-2025 09:56 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3331371,SRIDHAR SAHOO,27-Dec-2025 01:32 PM,Accepted-AOC,WON BY LOTTERY PROCESS,04-May-2026 05:48 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3321057,SUSHIL MUDULI,26-Dec-2025 10:03 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,04-May-2026 05:45 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
