Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Opened,SUSHANTA PATEL,19-Mar-2026 10:43 AM,finance_580536.pdf,BOQ Comparative Chart,1.0,3415388.0,SUMITA PRUSETH,INR,"607,862.03",Municipal Bodies||Sundargarh Municipality,2026_ORULB_125794_4,EO/SNGM/08/2025-26,Construction of Drain from Intiza house to Kalim house in W. No-03,Administrator,Internal,,SUSHANTA PATEL,25-May-2026 10:57 AM,finsummary_580536.pdf (733.12 KB),Administrator,Internal,,SUSHANTA PATEL,25-May-2026 10:54 AM,techsummary_580536.pdf (733.12 KB),1,3415377,KAPILESWAR RAO,01-Mar-2026 05:11 PM,Rejected-AOC,Not Accepted,26-May-2026 11:37 AM,26-May-2026,"INR 607,862.03",60.0,Vikas Mundari,26-May-2026 11:37 AM,2609.pdf (556.00 KB),AoC,AOC,1,ICICI BANK,12-Feb-2026 11:00 AM,05-Mar-2026 11:00 AM,12-Feb-2026 11:00 AM,02-Mar-2026 05:00 PM,NA ,NA ,12-Feb-2026 11:00 AM,02-Mar-2026 05:00 PM,Municipal Bodies||Sundargarh Municipality,EO/SNGM/08/2025-26,2026_ORULB_125794_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Document As Per DTCN,"Executive Officer, Sundargarh Municipality","Executive Officer, Sundargarh Municipality",Construction of Drain from Intiza house to Kalim house in W. No-03,Construction of Drain from Intiza house to Kalim house in W. No-03,Please refer Tender documents. ,NA ,"6,08,470",Civil Works - Others,NA ,Rate Contract,120.0,NA ,Sundargarh Municipality,770001.0,NA ,NA ,NA ,"Executive Officer, Sundargarh Municipality",No ,No,"6,085",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3415388,SUMITA PRUSETH,01-Mar-2026 05:35 PM,Accepted-AOC,Accepted,26-May-2026 11:37 AM,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
