Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Odisha State Agricultural Marketing Board||RMC Khariarroad,07/RMCKHROAD/2025-26,2025_OSAMB_123014_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,571",Yes,percentage,1.0%,Nil,Nil,"4,000",Nil,Nil,Yes,11-Dec-2025 05:00 PM,22-Dec-2025 04:00 PM,11-Dec-2025 05:00 PM,22-Dec-2025 01:00 PM,11-Dec-2025 05:00 PM ,20-Dec-2025 05:00 PM ,11-Dec-2025 05:00 PM,22-Dec-2025 01:00 PM,"Renovation and Changing of Profile sheet of Godown No. 1 inside RMC, Khariar Road","Renovation and Changing of Profile sheet of Godown No. 1 inside RMC, Khariar Road",As per DTCN ,NA ,"6,57,123",Civil Works - Others,NA ,Rate Contract,90.0,30.0,"Khariar Road, Nuapada",766104.0,NA ,NA ,NA ,"RMC, Khariar Road",No ,No,"Collector,Nuapada-cum-Chairman, RMC, Khariar Road","Collectorate, Nuapada",1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,AOC,1,3321718,Amit Agrawal,22-Dec-2025 12:41 PM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,04-May-2026,"INR 558,620",30.0,Arjya Kumar Muduli,03-May-2026 04:48 PM,GodownLotteryWork.pdf (2316.00 KB),Selected in Transparency Lottery System,Chairman,Internal,"Additional District Magistrate, CT and GST Officer, Secretary, Accountant, Junior Engineer, Assistant Engineer",Arjya Kumar Muduli,03-May-2026 04:31 PM,techsummary_571247.pdf (3070.99 KB),Chairman,Internal,"Additional District Magistrate, CT and GST officer, Secretary, Accountant, Junior Engineer, Asst Engineer",Arjya Kumar Muduli,03-May-2026 04:42 PM,finsummary_571247.pdf (2316.25 KB),Odisha State Agricultural Marketing Board||RMC Khariarroad,2025_OSAMB_123014_1,07/RMCKHROAD/2025-26,"Renovation and Changing of Profile sheet of Godown No. 1 inside RMC, Khariar Road",1.0,3322021.0,UGRESAN TANDI (S.C),INR,"558,620",Finance,Bids were opened in presence of all the member of tender evaluation committee,Arjya Kumar Muduli,03-May-2026 02:22 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,3320550,DEO KUMAR SAHU,22-Dec-2025 12:16 PM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3321420,DIPAK PRADHAN,22-Dec-2025 09:03 AM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3321741,MANISHA LAKHMANIA,22-Dec-2025 11:30 AM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3318741,MOHAMMED SHOAIB,22-Dec-2025 12:37 PM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3318562,PRATIMA SAHU,22-Dec-2025 12:27 PM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3320127,PRITAM KUMAR SAHU,21-Dec-2025 02:47 PM,Rejected-Finance,Rejected in Transparency Lottery,03-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3322021,UGRESAN TANDI (S.C),22-Dec-2025 12:40 PM,Accepted-AOC,Selected in Transparency lottery,03-May-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
