Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
16-Sep-2025 06:00 PM,04-Oct-2025 11:00 AM,16-Sep-2025 06:00 PM,03-Oct-2025 05:00 PM,NA ,NA ,16-Sep-2025 06:00 PM,03-Oct-2025 05:00 PM,31-Oct-2025 02:30 PM,"11,800",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme","62,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"GM(Electrical), OMC Ltd.","Office of the GM(Elect), OMC Ltd., Bhubaneswar","Up-gradation of LTOH line and illumination provision at different places of Central Township, Kaliapani in the district of Jajpur.","Up-gradation of LTOH line and illumination provision at different places of Central Township, Kaliapani in the district of Jajpur.","RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"61,58,000",Electrical Works,NA ,Tender,180.0,120.0,C.T. KALIAPANI,755028.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,Orissa Mining Corporation,NIT No. 04/OMC/ELECT/2025,2025_OMC_118132_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Financial bid of 21 (Twenty one) qualified bidders had been open,Shreejit Das,31-Oct-2025 02:39 PM,,BOQ Comparative Chart,31-Dec-2025,"INR 5,234,739.83",120.0,Satyajit Jena,20-May-2026 01:45 PM,AOC2.pdf (748.00 KB),1.0,3107568.0,M/S GANGA ELECTRIC,INR,"5,234,739.83",Technical,Technical Bids of all 21 Bidders have been opened.,Shreejit Das,04-Oct-2025 01:05 PM,,R K PANDA,Internal,S JENA S PADHI B K PATRA,Satyajit Jena,01-Dec-2025 11:25 AM,finsummary_552807.pdf (357.53 KB),Orissa Mining Corporation,2025_OMC_118132_2,NIT No. 04/OMC/ELECT/2025,"Up-gradation of LTOH line and illumination provision at different places of Central Township, Kaliapani in the district of Jajpur.",1,3106963,AKSHAYA KUMAR DAS,03-Oct-2025 01:54 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,R K PANDA,Internal,S JENA S PADHI BANITA PATRA,Satyajit Jena,31-Oct-2025 02:26 PM,31-Oct-2025 02:30 PM,techsummary_552807.pdf (1334.18 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3105339,BABA LALITESWARA AGENCY,02-Oct-2025 12:22 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3107164,BHARAT KUMAR SAHOO,03-Oct-2025 01:43 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3106510,JBS ENTERPRISES,03-Oct-2025 01:01 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3107282,JUPITER ENGINEERS,03-Oct-2025 04:37 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3105792,MESSERS OMM SAI ELECTRICALS,02-Oct-2025 06:22 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3106640,M/S ASHRIBAD ENGINEERING,03-Oct-2025 11:53 AM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3107775,M/s BASANTI ELECTRICALS AND CONSTRUCTION,03-Oct-2025 04:41 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3107568,M/S GANGA ELECTRIC,03-Oct-2025 03:59 PM,Accepted-AOC,BEING L-1,20-May-2026 01:45 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3106996,M/S JAY MAA TARINI ELECTRICAL AND CONSTRUCTION,03-Oct-2025 01:32 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3107385,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,03-Oct-2025 02:56 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3107663,"M/S ORISSA TRADING HOUSE, PROP. RITU MODI",03-Oct-2025 04:40 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3106485,M/S SARALA ENGINEERING WORKS,03-Oct-2025 12:04 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3102338,M/s.TULSHI ENTERPRISES,03-Oct-2025 03:19 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3100586,NARESH COMMERCIAL CORPORATION,25-Sep-2025 07:00 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:25 AM,,,,,,,,AOC
