Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 10:07 AM,techsummary_578805.pdf (555.13 KB),1,3384945,AKASH KUMAR NAYAK,09-Feb-2026 01:52 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,07-May-2026,"INR 1,567,521",30.0,Mahendra Kalet,07-May-2026 10:18 AM,Work.pdf (555.00 KB),"Successful bidder Santosh Kumar Dalai, C Class Contractor declared as winner in lottery",1.0,3388153.0,SANTOSH KUMAR DALAI,INR,"1,567,521",Finance,"Successful bidder Santosh Kumar Dalai, C Class Contractor declared as winner in lottery",Mahendra Kalet,07-May-2026 10:03 AM,finance_578805.pdf,BOQ Comparative Chart,DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 10:12 AM,finsummary_578805.pdf (555.13 KB),CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2026_CERWI_125375_6,Online Tender- 17/EERWDBLG/2025-26,SR to PWD Road to Hatimunda Road for the year 2025-26,AOC,SR to PWD Road to Hatimunda Road for the year 2025-26,SR to PWD Road to Hatimunda Road for the year 2025-26,Please refer Tender documents. ,NA ,"23,04,840",Civil Works - Roads,NA ,Tender,90.0,30.0,"Executive Engineer RWD Balliguda, Kandhamal",762103.0,NA ,NA ,NA ,Executive Engineer RWD Balliguda,No ,No,02-Feb-2026 01:30 PM,10-Feb-2026 11:30 AM,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,02-Feb-2026 01:30 PM ,08-Feb-2026 05:00 PM ,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,1.0,ICICI BANK,Executive Engineer RWD Balliguda,Executive Engineer RWD Balliguda,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender- 17/EERWDBLG/2025-26,2026_CERWI_125375_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"23,050",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper",AOC
,,,,,,2,3387917,AMARESWARA SATAPATHY,09-Feb-2026 02:36 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid Mail ID and Whatsapp No.,AOC
,,,,,,3,3387211,BIKRAM PRADHAN,09-Feb-2026 03:35 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,AOC
,,,,,,4,3385683,BILARSEN PARASETH,09-Feb-2026 01:26 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,AOC
,,,,,,5,3388144,CH MOHAN PRASAD SUBUDHI,09-Feb-2026 04:51 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC
,,,,,,6,3388122,D ANIL KUMAR DORA,09-Feb-2026 04:00 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3388207,DEBJEET SARKAR,09-Feb-2026 04:45 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3388148,MAHESH KUMAR SAHU,09-Feb-2026 04:14 PM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3384882,RABI NARAYAN PATRO,09-Feb-2026 11:25 AM,Rejected-Technical,Unccessful bidder,07-May-2026 10:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3388153,SANTOSH KUMAR DALAI,09-Feb-2026 04:12 PM,Accepted-AOC,"Successful bidder Santosh Kumar Dalai, C Class Contractor declared as winner in lottery",07-May-2026 10:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
