Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,03-Jan-2026 11:25 AM,07-Jan-2026 11:00 AM,techsummary_550772.pdf (342.65 KB),Finance,Opening,Pradipta Kumar Nayak,08-Jan-2026 12:01 PM,,BOQ Comparative Chart,08-May-2026,"INR 102,653,821",180.0,Pradipta Kumar Nayak,08-May-2026 10:24 AM,ChadhemaraAgrt.pdf (1242.00 KB),01P1 of 2026-27,1,3078842,Ashok Kumar Jalan,13-Sep-2025 07:15 PM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,1.0,3068111.0,PRASANTA KUMAR SAMANTRAY,INR,"102,653,821",EIC-CIVIL,2025_EICCL_117481_9,CE-ROADS-I-11/2025-26,Improvement of Chadheimara-Kundheigola road from 0/000 km to 6/275 km in the district of Deogarh under State Plan,Technical,Opening,Bijaya Laxmi Panda,16-Sep-2025 02:04 PM,,EIC Civil Roads-I,Internal,,Pradipta Kumar Nayak,08-May-2026 10:15 AM,finsummary_550772.pdf (1242.28 KB),AOC,30-Aug-2025 06:55 PM,16-Sep-2025 11:30 AM,30-Aug-2025 06:55 PM,15-Sep-2025 05:30 PM,NA ,NA ,30-Aug-2025 06:55 PM,15-Sep-2025 05:30 PM,07-Jan-2026 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,EIC-CIVIL,CE-ROADS-I-11/2025-26,2025_EICCL_117481_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"12,08,000",Yes,fixed,,Nil,Nil,"Chief Engineer, Roads-I, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",Improvement of Chadheimara-Kundheigola road from 0/000 km to 6/275 km in the district of Deogarh under State Plan,Improvement of Chadheimara-Kundheigola road from 0/000 km to 6/275 km in the district of Deogarh under State Plan,Please refer Tender documents. ,NA ,"12,07,54,995",Civil Works - Roads,NA ,Tender,90.0,180.0,Deogarh Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3077639,DHANESWAR SAHU,15-Sep-2025 11:05 AM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Machineries and work experience,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3081793,DPS CONSTRUCTION PRIVATE LIMITED,15-Sep-2025 04:38 PM,Rejected-Technical,Disqualified,03-Jan-2026 11:25 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3073845,LAXMAN PRADHAN,10-Sep-2025 01:51 PM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3062629,MAHENDRA SAHOO,13-Sep-2025 11:10 AM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3077362,MONALISA ENGICONS,15-Sep-2025 11:24 AM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3064556,M/S PRADHAN CONSTRUCTION.,11-Sep-2025 04:09 PM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3070868,M/s.S.K.Agarwalla,10-Sep-2025 12:32 PM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3077399,M/S SUMEET & ASSOCIATES,15-Sep-2025 11:02 AM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3081534,MUKESH KUMAR,15-Sep-2025 03:44 PM,Rejected-AOC,L1 bidder,08-May-2026 10:24 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
